value,bdrms,subboroughname,race,year,income_tile,non_bdrms,agperswt
400000,3,Lower East Side/Chinatown,White,2005,4,3,67078191
200000,2,Washington Heights/Inwood,Hispanic,2005,5,1,20545950
1300000,3,Greenwich Village/Financial District,White,2005,5,1,47763975
1200000,5,Upper West Side,White,2005,5,3,155753214
1100000,5,Upper East Side,Hispanic,2005,5,2,166012101
100000,4,Morningside Heights/Hamilton Heights,Black,2005,2,2,27041649
600000,3,Upper East Side,White,2005,5,2,128452203
800000,3,Greenwich Village/Financial District,Others,2005,4,0,33243604
1100000,5,Upper East Side,White,2005,2,3,38024517
2571545,4,Upper West Side,White,2005,5,1,103459258
185000,4,Morningside Heights/Hamilton Heights,White,2005,3,2,49320594
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,5,3,55603984
189000,3,East Harlem,Black,2005,2,1,61103864
2571545,4,Upper West Side,White,2005,1,3,22763092
300000,3,Washington Heights/Inwood,White,2005,4,1,37409291
600000,2,Stuyvesant Town/Turtle Bay,White,2005,5,2,18331597
650000,2,Lower East Side/Chinatown,White,2005,4,0,40538739
2571545,3,Upper West Side,White,2005,4,2,41067518
125000,4,Washington Heights/Inwood,White,2005,1,2,102492507
1000000,3,Upper West Side,White,2005,4,2,23134729
300000,4,Morningside Heights/Hamilton Heights,Others,2005,3,2,78071649
550000,3,Upper East Side,White,2005,4,1,18411875
200000,1,Upper East Side,Black,2005,1,0,18215282
200000,2,Upper West Side,Others,2005,2,0,15132076
600000,2,Chelsea/Clinton/Midtown,White,2005,2,2,18112915
1000000,3,Greenwich Village/Financial District,White,2005,5,2,78780309
450000,3,Lower East Side/Chinatown,White,2005,3,1,74081079
600000,3,Upper East Side,White,2005,4,2,83418669
200000,2,Chelsea/Clinton/Midtown,White,2005,2,1,20662694
6500,2,Central Harlem,Black,2005,3,2,47908956
150000,2,Chelsea/Clinton/Midtown,Others,2005,3,1,18088471
150000,2,Chelsea/Clinton/Midtown,Hispanic,2005,5,1,36176943
550000,2,Chelsea/Clinton/Midtown,White,2005,5,2,20378307
500000,4,Upper East Side,Others,2005,5,1,36290188
1200000,4,Stuyvesant Town/Turtle Bay,White,2005,5,1,94095187
750000,3,Upper East Side,White,2005,4,1,38645317
300000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0,21034111
2571545,3,Upper East Side,White,2005,4,3,35707221
1000000,3,Upper West Side,White,2005,4,3,22763092
15000,4,Morningside Heights/Hamilton Heights,Black,2005,4,1,84223220
500000,2,Greenwich Village/Financial District,White,2005,3,1,25690264
6500,3,Central Harlem,Black,2005,4,0,60563057
1200000,3,Upper West Side,White,2005,5,1,48661784
500000,4,Morningside Heights/Hamilton Heights,Hispanic,2005,2,1,45747887
800000,3,Upper West Side,White,2005,5,1,40726532
10000,3,Washington Heights/Inwood,Hispanic,2005,2,1,43721781
500000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,39647631
250000,2,Lower East Side/Chinatown,White,2005,1,1,19820261
600000,1,Upper East Side,White,2005,4,0,18995761
550000,2,Chelsea/Clinton/Midtown,White,2005,5,1,18112915
400000,3,Upper East Side,White,2005,4,2,20231067
900000,4,Greenwich Village/Financial District,White,2005,5,1,142081235
350000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,19823815
580000,2,Upper East Side,White,2005,3,1,36823749
1000000,3,Greenwich Village/Financial District,White,2005,3,2,20794410
325000,2,Chelsea/Clinton/Midtown,Others,2005,2,1,68368940
22000,2,Upper East Side,White,2005,4,1,17883396
400000,3,Upper East Side,White,2005,4,2,20231067
1000000,3,Upper West Side,White,2005,5,4,100946414
550000,2,Upper East Side,White,2005,5,1,21293396
500000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1,18665506
2571545,3,Greenwich Village/Financial District,White,2005,5,0,49772741
600000,2,Upper East Side,White,2005,5,2,20231067
500000,2,Upper East Side,White,2005,4,1,18411875
300000,3,Washington Heights/Inwood,White,2005,3,3,68074618
1000000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,18916018
1000000,3,Upper West Side,White,2005,4,3,40763356
450000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,18665506
450000,1,Stuyvesant Town/Turtle Bay,White,2005,2,0,18665506
500000,2,Greenwich Village/Financial District,White,2005,4,1,26023072
160000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1,18395050
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,39169425
275000,1,Greenwich Village/Financial District,White,2005,1,0,25319746
1000000,2,Upper West Side,White,2005,3,1,23054926
390000,2,Greenwich Village/Financial District,Black,2005,2,0,15106429
1000000,1,East Harlem,Hispanic,2005,1,1,16578833
4100,2,Lower East Side/Chinatown,White,2005,2,1,19225377
289000,2,Washington Heights/Inwood,White,2005,4,2,40578251
400000,3,Upper West Side,White,2005,5,2,38880151
350000,1,Upper West Side,White,2005,2,0,22201040
23000,3,Upper East Side,White,2005,3,1,37085640
2571545,4,Upper East Side,White,2005,4,4,84410189
580000,2,Upper East Side,White,2005,5,1,37951547
2571545,1,Upper East Side,White,2005,1,0,18145094
250000,2,Upper West Side,White,2005,3,0,19912000
180000,2,Washington Heights/Inwood,White,2005,4,1,35883696
425000,2,Greenwich Village/Financial District,White,2005,4,1,24800526
100000,2,Morningside Heights/Hamilton Heights,Black,2005,3,1,16154723
600000,3,Lower East Side/Chinatown,White,2005,5,1,41122622
600000,1,Stuyvesant Town/Turtle Bay,White,2005,1,2,18665506
350000,2,Washington Heights/Inwood,White,2005,3,2,18829650
300000,1,Stuyvesant Town/Turtle Bay,White,2005,4,0,40064974
200000,2,Chelsea/Clinton/Midtown,Hispanic,2005,1,0,14995428
1000000,3,Upper East Side,White,2005,4,2,66419109
500000,5,Morningside Heights/Hamilton Heights,Hispanic,2005,1,1,18882654
200000,1,Chelsea/Clinton/Midtown,White,2005,5,0,39249638
350000,2,Upper East Side,White,2005,5,1,37991522
1000000,3,Upper West Side,White,2005,2,1,23134729
600000,2,Upper West Side,White,2005,5,1,46949740
2571545,3,Upper East Side,White,2005,5,4,17853611
1100000,2,Upper East Side,White,2005,5,1,37991522
150000,3,Chelsea/Clinton/Midtown,Hispanic,2005,1,1,50730776
8000,2,Lower East Side/Chinatown,White,2005,3,1,37156500
75000,3,Upper East Side,White,2005,3,1,20231067
500000,3,Upper East Side,Others,2005,3,1,38645317
225000,1,Upper East Side,White,2005,1,0,21179527
500000,3,Upper East Side,White,2005,3,2,17883396
2571545,3,Upper East Side,White,2005,5,4,54863865
1000000,4,Central Harlem,Black,2005,5,4,69268818
2571545,4,Upper East Side,White,2005,4,4,39823999
250000,3,Upper West Side,Black,2005,4,1,22801068
2571545,4,Upper East Side,White,2005,5,3,39184265
400000,1,Stuyvesant Town/Turtle Bay,White,2005,5,1,18129747
1000000,4,Lower East Side/Chinatown,Hispanic,2005,4,1,74251777
800000,4,Stuyvesant Town/Turtle Bay,White,2005,5,4,58127173
1200000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,19108376
2571545,5,Greenwich Village/Financial District,White,2005,5,1,20629406
2571545,4,Upper West Side,White,2005,5,3,115103141
2571545,4,Upper East Side,White,2005,5,4,61829766
800000,4,Morningside Heights/Hamilton Heights,Hispanic,2005,4,4,72540591
600000,1,Greenwich Village/Financial District,White,2005,4,1,21391288
500000,2,Stuyvesant Town/Turtle Bay,White,2005,1,1,14799978
50000,3,Central Harlem,White,2005,3,1,119196190
600000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,14799978
1000000,2,Upper West Side,White,2005,3,0,20468035
15000,3,Stuyvesant Town/Turtle Bay,White,2005,4,2,22736604
500000,3,Washington Heights/Inwood,White,2005,3,2,63903268
400000,1,Stuyvesant Town/Turtle Bay,Black,2005,3,0,17652649
2571545,1,Stuyvesant Town/Turtle Bay,White,2005,3,1,18665506
2571545,2,Greenwich Village/Financial District,White,2005,5,1,132274927
380000,3,Greenwich Village/Financial District,White,2005,5,2,76412497
500000,2,Upper West Side,White,2005,5,1,39465608
800000,3,Upper West Side,White,2005,3,2,20714435
900000,4,Stuyvesant Town/Turtle Bay,White,2005,1,1,18395050
200000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,18395050
385000,3,Washington Heights/Inwood,Black,2005,3,1,15631275
2571545,3,Upper East Side,White,2005,5,3,102638310
300000,2,Upper East Side,White,2005,5,0,37923441
600000,2,Upper East Side,White,2005,5,1,20768024
2571545,2,Upper East Side,White,2005,5,1,20231067
250000,3,Washington Heights/Inwood,White,2005,3,2,40339906
480000,2,Chelsea/Clinton/Midtown,White,2005,4,1,21121567
850000,2,Stuyvesant Town/Turtle Bay,White,2005,2,1,18215282
400000,2,Chelsea/Clinton/Midtown,White,2005,3,0,18648176
400000,2,Central Harlem,White,2005,3,1,57530940
1000000,2,Upper East Side,White,2005,4,1,20528517
600000,2,Upper West Side,White,2005,5,1,48699056
700000,4,Upper West Side,Others,2005,5,1,85884862
250000,3,Central Harlem,Black,2005,2,1,14760235
10000,2,East Harlem,Black,2005,2,1,18775336
600000,1,Greenwich Village/Financial District,Hispanic,2005,2,1,21391288
750000,2,Upper East Side,White,2005,5,1,20161281
300000,2,Chelsea/Clinton/Midtown,White,2005,1,0,19178646
180000,2,Lower East Side/Chinatown,Others,2005,3,1,40194956
395000,2,Chelsea/Clinton/Midtown,White,2005,5,1,18112546
200000,3,Washington Heights/Inwood,White,2005,2,2,19685633
250000,3,Washington Heights/Inwood,White,2005,3,1,23033624
800000,3,Stuyvesant Town/Turtle Bay,Hispanic,2005,5,1,18395050
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,17432408
1000000,5,Upper East Side,White,2005,2,3,93080015
400000,2,Upper West Side,Others,2005,3,1,22801068
600000,2,Lower East Side/Chinatown,White,2005,4,1,21177396
300000,3,Lower East Side/Chinatown,Hispanic,2005,2,2,37359169
450000,2,Upper East Side,White,2005,3,1,20528517
400000,2,Upper West Side,White,2005,4,2,19732804
1000000,5,Upper West Side,White,2005,5,2,78228096
650000,2,Upper East Side,White,2005,3,1,20528517
2571545,2,Stuyvesant Town/Turtle Bay,White,2005,2,1,18395050
200000,3,Upper East Side,White,2005,2,1,53578729
700000,4,Lower East Side/Chinatown,White,2005,2,1,39823999
600000,3,Upper East Side,White,2005,5,1,95150374
500000,1,Greenwich Village/Financial District,White,2005,5,0,88071569
400000,2,Lower East Side/Chinatown,White,2005,4,1,20448810
650000,3,Upper East Side,White,2005,3,1,20161281
1300000,3,Upper East Side,White,2005,5,3,111086350
350000,1,Stuyvesant Town/Turtle Bay,White,2005,2,0,19584712
1000000,3,Upper West Side,White,2005,1,0,23134729
200000,2,Upper East Side,White,2005,2,0,88760885
300000,3,Central Harlem,Black,2005,4,1,56014130
500000,5,Morningside Heights/Hamilton Heights,Hispanic,2005,4,1,29998632
300000,2,Central Harlem,Hispanic,2005,3,1,13877144
200000,4,Stuyvesant Town/Turtle Bay,White,2005,5,1,39140578
2571545,2,Upper East Side,White,2005,5,1,39812149
700000,3,Chelsea/Clinton/Midtown,White,2005,2,4,40726599
1250000,3,Upper East Side,White,2005,3,1,62357793
900000,3,Stuyvesant Town/Turtle Bay,White,2005,4,1,89452421
600000,2,Lower East Side/Chinatown,White,2005,3,0,19820261
200000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1,18129747
2571545,3,Upper West Side,White,2005,5,2,19446883
2571545,2,Upper East Side,White,2005,5,1,39823999
350000,2,Lower East Side/Chinatown,White,2005,2,1,21765657
2571545,5,Upper East Side,White,2005,3,2,102640765
15000,2,East Harlem,Black,2005,1,2,16717967
1000000,3,Chelsea/Clinton/Midtown,White,2005,5,1,29430791
1000000,3,Upper East Side,White,2005,5,1,62357793
500000,2,Chelsea/Clinton/Midtown,White,2005,2,0,49570991
2571545,5,Stuyvesant Town/Turtle Bay,White,2005,4,3,141424604
275000,2,Upper West Side,White,2005,4,1,23434431
2571545,4,Stuyvesant Town/Turtle Bay,White,2005,4,2,28702460
1000000,3,Upper West Side,Others,2005,5,2,58538331
2571545,7,Greenwich Village/Financial District,White,2005,4,1,45176470
415000,2,Stuyvesant Town/Turtle Bay,Others,2005,4,1,42782575
650000,3,Upper East Side,White,2005,3,1,19256006
380000,2,Stuyvesant Town/Turtle Bay,White,2005,4,1,56115582
2571545,3,Chelsea/Clinton/Midtown,White,2005,3,2,45875662
2571545,3,Upper East Side,White,2005,5,1,38216753
250000,1,Greenwich Village/Financial District,White,2005,3,1,15950967
400000,3,Central Harlem,Black,2005,4,1,74383069
2571545,7,Upper East Side,White,2005,5,1,41258812
380000,3,Central Harlem,Black,2005,4,1,19853359
2571545,3,Upper East Side,White,2005,5,2,67391056
700000,3,East Harlem,Others,2005,4,1,14099243
520000,2,Stuyvesant Town/Turtle Bay,White,2005,5,1,18331597
290000,2,Washington Heights/Inwood,White,2005,4,2,44870696
800000,3,Upper West Side,White,2005,4,2,19446883
600000,2,Upper East Side,White,2005,5,1,40339906
189000,3,East Harlem,Hispanic,2005,3,1,62743850
950000,3,Stuyvesant Town/Turtle Bay,White,2005,5,0,79297771
579000,2,Greenwich Village/Financial District,White,2005,3,2,16354789
200000,3,Upper East Side,Black,2005,3,0,18215282
1200000,3,Upper West Side,White,2005,5,1,72245114
15000,2,Morningside Heights/Hamilton Heights,White,2005,3,2,24918824
2571545,2,Upper West Side,White,2005,5,1,23134729
200000,3,Upper West Side,Black,2005,3,1,36676968
300000,2,Central Harlem,Black,2005,2,1,13877144
2571545,4,Upper East Side,White,2005,5,3,35707221
1000000,2,Upper East Side,White,2005,5,1,20528517
600000,3,Upper East Side,White,2005,5,1,39823999
400000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1,18129747
290000,1,Upper West Side,White,2005,3,0,21038466
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,2,71271805
2500,3,Central Harlem,Black,2005,1,1,19764258
600000,2,Greenwich Village/Financial District,Black,2005,2,1,21391288
2571545,4,Upper West Side,White,2005,3,2,47880080
160000,2,Lower East Side/Chinatown,Others,2005,2,0,76504630
400000,2,Lower East Side/Chinatown,White,2005,4,1,19786117
800000,1,Upper West Side,White,2005,5,0,23474870
550000,2,Chelsea/Clinton/Midtown,White,2005,4,0,18616052
400000,2,Upper East Side,White,2005,5,0,58817315
450000,1,Chelsea/Clinton/Midtown,White,2005,2,0,18112915
400000,2,Lower East Side/Chinatown,White,2005,4,1,19225377
270000,1,Upper West Side,White,2005,2,0,19379802
1300000,3,Upper East Side,White,2005,4,2,60060453
1200000,2,Chelsea/Clinton/Midtown,Others,2005,5,1,69104412
300000,1,Upper West Side,Others,2005,4,2,22801068
2571545,4,Chelsea/Clinton/Midtown,Others,2005,5,1,92881918
200000,4,Washington Heights/Inwood,White,2005,5,2,22038504
45000,1,Upper West Side,White,2005,4,0,19172516
2571545,4,Upper East Side,White,2005,3,2,39184265
1000000,3,Central Harlem,White,2005,4,1,111072129
1000000,3,Upper West Side,White,2005,2,1,19158397
400000,2,Greenwich Village/Financial District,White,2005,3,1,26067979
280000,2,Lower East Side/Chinatown,White,2005,4,0,39274837
1000000,2,Upper East Side,White,2005,3,1,57460257
500000,2,Greenwich Village/Financial District,White,2005,3,1,16634052
1000000,3,Chelsea/Clinton/Midtown,White,2005,4,2,37232104
750000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1,17652649
2571545,3,Chelsea/Clinton/Midtown,White,2005,4,1,18616052
390000,1,Greenwich Village/Financial District,White,2005,5,0,16382074
200000,3,Morningside Heights/Hamilton Heights,Others,2005,5,1,82180684
650000,2,Greenwich Village/Financial District,White,2005,4,0,24800526
375000,2,Upper West Side,White,2005,2,1,45602136
300000,2,Greenwich Village/Financial District,White,2005,5,1,20335427
1100000,1,Upper East Side,White,2005,3,0,21179527
1000000,3,Chelsea/Clinton/Midtown,Others,2005,2,1,20363300
1500000,3,Greenwich Village/Financial District,White,2008,4,2,27614388
1300000,3,Greenwich Village/Financial District,White,2008,5,2,50144220
550000,1,Greenwich Village/Financial District,White,2008,4,1,16519050
800000,2,Greenwich Village/Financial District,White,2008,4,1,20455038
1500000,2,Greenwich Village/Financial District,White,2008,5,2,55228777
1500000,5,Greenwich Village/Financial District,White,2008,4,2,50786110
1500000,2,Greenwich Village/Financial District,White,2008,3,1,52684750
1500000,2,Greenwich Village/Financial District,White,2008,4,1,25919845
1500000,3,Greenwich Village/Financial District,White,2008,4,0,28548082
1500000,2,Greenwich Village/Financial District,White,2008,5,1,27724422
1500000,3,Greenwich Village/Financial District,White,2008,4,0,28548082
850000,3,Greenwich Village/Financial District,White,2008,5,1,127965429
800000,2,Greenwich Village/Financial District,White,2008,5,1,55228777
800000,3,Greenwich Village/Financial District,White,2008,4,1,97949761
1250000,2,Greenwich Village/Financial District,White,2008,3,1,25072110
450000,2,Greenwich Village/Financial District,White,2008,4,0,41547429
450000,3,Greenwich Village/Financial District,White,2008,3,1,28131899
650000,2,Greenwich Village/Financial District,White,2008,5,1,50144220
350000,1,Greenwich Village/Financial District,White,2008,2,1,27710867
500000,1,Greenwich Village/Financial District,White,2008,4,0,20849618
500000,4,Greenwich Village/Financial District,White,2008,5,3,20221179
500000,3,Greenwich Village/Financial District,White,2008,5,1,33175035
1000000,3,Greenwich Village/Financial District,White,2008,4,1,80350399
1000000,2,Greenwich Village/Financial District,White,2008,5,0,50144220
1000000,1,Greenwich Village/Financial District,White,2008,4,0,29207526
500000,2,Greenwich Village/Financial District,White,2008,5,1,27614388
1000000,3,Greenwich Village/Financial District,White,2008,5,2,40241124
550000,2,Greenwich Village/Financial District,White,2008,5,1,25263989
750000,2,Greenwich Village/Financial District,Others,2008,5,0,27825723
400000,1,Greenwich Village/Financial District,White,2008,5,0,25919845
400000,3,Greenwich Village/Financial District,White,2008,5,0,89734549
400000,3,Greenwich Village/Financial District,White,2008,5,1,95751676
25000,3,Greenwich Village/Financial District,White,2008,2,1,38809101
25000,2,Greenwich Village/Financial District,White,2008,4,2,46778740
400000,4,Greenwich Village/Financial District,White,2008,5,2,55421734
400000,4,Greenwich Village/Financial District,White,2008,5,2,37272752
950000,2,Greenwich Village/Financial District,White,2008,3,1,27614388
1750000,3,Greenwich Village/Financial District,White,2008,5,2,50220577
650000,1,Greenwich Village/Financial District,White,2008,5,0,25072110
650000,2,Greenwich Village/Financial District,White,2008,5,0,16394505
650000,3,Greenwich Village/Financial District,White,2008,5,1,81236234
650000,2,Greenwich Village/Financial District,White,2008,2,1,27825723
600000,2,Greenwich Village/Financial District,White,2008,5,1,25072110
465000,2,Greenwich Village/Financial District,White,2008,5,3,37152289
465000,2,Greenwich Village/Financial District,White,2008,5,1,41177673
890000,3,Greenwich Village/Financial District,Others,2008,2,1,74804525
3998500,3,Greenwich Village/Financial District,White,2008,5,2,91173211
3998500,3,Greenwich Village/Financial District,White,2008,5,1,59907944
550000,2,Greenwich Village/Financial District,Others,2008,4,1,82017177
800000,2,Greenwich Village/Financial District,White,2008,2,1,27825723
376000,2,Greenwich Village/Financial District,White,2008,4,1,16461537
376000,1,Greenwich Village/Financial District,White,2008,5,1,17018132
376000,3,Greenwich Village/Financial District,White,2008,5,1,114594578
376000,3,Greenwich Village/Financial District,White,2008,5,1,33054261
376000,3,Greenwich Village/Financial District,White,2008,5,1,57096165
1000000,2,Greenwich Village/Financial District,White,2008,4,0,16486603
1700000,2,Greenwich Village/Financial District,White,2008,5,0,50144220
660000,2,Greenwich Village/Financial District,White,2008,5,1,27724422
660000,1,Greenwich Village/Financial District,White,2008,4,0,27614388
660000,3,Greenwich Village/Financial District,White,2008,5,2,86936439
660000,3,Greenwich Village/Financial District,White,2008,5,1,55228777
1100000,3,Greenwich Village/Financial District,White,2008,5,0,32923073
1100000,2,Greenwich Village/Financial District,White,2008,3,1,20763557
1100000,2,Greenwich Village/Financial District,White,2008,3,1,21079033
1100000,2,Greenwich Village/Financial District,White,2008,4,2,20773714
1100000,3,Greenwich Village/Financial District,White,2008,3,1,28131899
1250000,3,Greenwich Village/Financial District,White,2008,5,1,32923073
1250000,2,Greenwich Village/Financial District,White,2008,3,0,41382533
1000000,4,Greenwich Village/Financial District,White,2008,5,4,51058340
1000000,4,Greenwich Village/Financial District,White,2008,5,1,94697177
3998500,4,Greenwich Village/Financial District,White,2008,5,2,50786110
900000,2,Greenwich Village/Financial District,White,2008,5,1,25072110
1000000,3,Greenwich Village/Financial District,White,2008,5,2,50144220
2000000,3,Greenwich Village/Financial District,White,2008,5,1,71390884
2000000,4,Greenwich Village/Financial District,White,2008,5,1,41177673
2000000,2,Greenwich Village/Financial District,White,2008,5,0,16461537
2000000,3,Lower East Side/Chinatown,White,2008,2,3,76337252
650000,3,Lower East Side/Chinatown,Others,2008,2,1,46266939
500000,2,Lower East Side/Chinatown,Others,2008,4,1,100336782
500000,3,Lower East Side/Chinatown,Black,2008,2,1,49861607
500000,2,Lower East Side/Chinatown,White,2008,5,0,45670476
500000,3,Lower East Side/Chinatown,White,2008,5,1,152018159
425000,2,Lower East Side/Chinatown,Others,2008,5,1,105320447
425000,1,Lower East Side/Chinatown,Black,2008,4,1,21517136
950000,4,Lower East Side/Chinatown,White,2008,5,1,63828205
700000,3,Lower East Side/Chinatown,White,2008,4,1,18119993
600000,3,Lower East Side/Chinatown,White,2008,2,1,57649998
600000,3,Lower East Side/Chinatown,White,2008,4,1,46428586
600000,2,Lower East Side/Chinatown,White,2008,2,1,40910076
450000,3,Lower East Side/Chinatown,White,2008,5,1,37104892
450000,2,Lower East Side/Chinatown,White,2008,1,1,17823254
450000,2,Lower East Side/Chinatown,White,2008,5,0,73727160
450000,2,Lower East Side/Chinatown,White,2008,1,1,23054074
850000,4,Lower East Side/Chinatown,White,2008,4,2,39057313
850000,4,Lower East Side/Chinatown,White,2008,3,1,88077979
450000,2,Lower East Side/Chinatown,White,2008,3,1,22209197
450000,2,Lower East Side/Chinatown,White,2008,4,1,55472686
450000,2,Lower East Side/Chinatown,White,2008,4,1,41390801
500000,2,Lower East Side/Chinatown,White,2008,4,1,18119993
500000,2,Lower East Side/Chinatown,White,2008,4,1,18119993
350000,3,Lower East Side/Chinatown,White,2008,3,2,60145463
350000,3,Lower East Side/Chinatown,White,2008,2,2,19019818
350000,2,Lower East Side/Chinatown,White,2008,1,2,17661259
350000,1,Lower East Side/Chinatown,White,2008,1,0,35385774
350000,3,Lower East Side/Chinatown,White,2008,5,1,37675902
500000,3,Lower East Side/Chinatown,Hispanic,2008,5,1,46428586
400000,3,Lower East Side/Chinatown,White,2008,4,0,101739965
1000000,4,Lower East Side/Chinatown,White,2008,5,1,69767164
400000,3,Lower East Side/Chinatown,White,2008,5,3,68865122
1000000,3,Lower East Side/Chinatown,Hispanic,2008,1,1,18054027
400000,2,Lower East Side/Chinatown,White,2008,3,1,42719774
400000,2,Lower East Side/Chinatown,Black,2008,4,1,67837665
400000,3,Lower East Side/Chinatown,Hispanic,2008,5,1,40788491
400000,2,Lower East Side/Chinatown,White,2008,3,1,38563664
400000,3,Lower East Side/Chinatown,Others,2008,5,1,19742106
400000,2,Lower East Side/Chinatown,Hispanic,2008,1,1,18623682
400000,4,Lower East Side/Chinatown,Hispanic,2008,2,0,39865929
7000,1,Lower East Side/Chinatown,White,2008,1,1,17969886
600000,3,Lower East Side/Chinatown,White,2008,4,0,118021655
200000,2,Lower East Side/Chinatown,White,2008,4,2,51526662
200000,2,Lower East Side/Chinatown,White,2008,3,1,18077515
200000,2,Lower East Side/Chinatown,White,2008,4,1,21132901
650000,2,Lower East Side/Chinatown,Hispanic,2008,3,1,19346802
650000,2,Lower East Side/Chinatown,Hispanic,2008,1,1,61739390
550000,2,Lower East Side/Chinatown,White,2008,4,0,38698398
1500000,6,Lower East Side/Chinatown,White,2008,5,2,159720076
1500000,2,Lower East Side/Chinatown,White,2008,5,0,36239987
1500000,2,Lower East Side/Chinatown,White,2008,5,0,18119993
600000,2,Lower East Side/Chinatown,White,2008,5,1,43363615
800000,2,Lower East Side/Chinatown,White,2008,5,1,22244670
800000,3,Lower East Side/Chinatown,White,2008,5,1,70752671
800000,3,Lower East Side/Chinatown,Hispanic,2008,1,2,39133068
2000000,2,Chelsea/Clinton/Midtown,White,2008,4,1,18675062
3998500,4,Chelsea/Clinton/Midtown,White,2008,5,4,40518071
3998500,3,Chelsea/Clinton/Midtown,White,2008,3,3,42570897
400000,1,Chelsea/Clinton/Midtown,White,2008,2,0,18127388
400000,2,Chelsea/Clinton/Midtown,White,2008,5,2,41888063
550000,2,Chelsea/Clinton/Midtown,White,2008,3,1,18202522
550000,2,Chelsea/Clinton/Midtown,White,2008,2,1,18202522
800000,2,Chelsea/Clinton/Midtown,White,2008,5,1,36128550
21000,2,Chelsea/Clinton/Midtown,White,2008,4,2,35483398
21000,3,Chelsea/Clinton/Midtown,White,2008,3,2,40032982
21000,2,Chelsea/Clinton/Midtown,White,2008,2,1,33881845
1000000,2,Chelsea/Clinton/Midtown,Others,2008,2,1,20414079
800000,2,Chelsea/Clinton/Midtown,White,2008,3,1,18064275
800000,1,Chelsea/Clinton/Midtown,White,2008,3,0,18064275
600000,2,Chelsea/Clinton/Midtown,White,2008,5,1,58948313
1250000,3,Chelsea/Clinton/Midtown,Others,2008,5,0,70921944
24000,3,Chelsea/Clinton/Midtown,Hispanic,2008,3,1,43311759
150000,2,Chelsea/Clinton/Midtown,White,2008,1,1,19106445
250000,2,Chelsea/Clinton/Midtown,Hispanic,2008,2,0,48567983
250000,4,Chelsea/Clinton/Midtown,White,2008,1,1,41036738
500000,2,Chelsea/Clinton/Midtown,Others,2008,4,1,19106445
3998500,5,Chelsea/Clinton/Midtown,White,2008,5,3,42570897
500000,4,Chelsea/Clinton/Midtown,White,2008,3,2,17741699
350000,2,Chelsea/Clinton/Midtown,Hispanic,2008,3,1,19106445
250000,2,Chelsea/Clinton/Midtown,White,2008,3,1,19406708
3998500,4,Chelsea/Clinton/Midtown,White,2008,4,3,94408285
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,2,43202025
3998500,3,Chelsea/Clinton/Midtown,Others,2008,5,1,42569967
3998500,4,Chelsea/Clinton/Midtown,White,2008,5,2,48450954
1700000,3,Chelsea/Clinton/Midtown,Hispanic,2008,5,1,41888063
2000000,2,Chelsea/Clinton/Midtown,White,2008,5,2,20800876
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1,20120562
2000000,2,Chelsea/Clinton/Midtown,White,2008,5,0,20120562
500000,1,Chelsea/Clinton/Midtown,White,2008,2,1,18202522
500000,2,Chelsea/Clinton/Midtown,White,2008,5,1,20414079
500000,2,Chelsea/Clinton/Midtown,White,2008,5,1,18675062
3998500,4,Chelsea/Clinton/Midtown,Others,2008,5,1,41888063
3998500,4,Chelsea/Clinton/Midtown,Others,2008,5,1,122856682
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1,40518071
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1,18064275
500000,3,Chelsea/Clinton/Midtown,White,2008,5,2,39184534
1600000,2,Chelsea/Clinton/Midtown,White,2008,5,1,20455038
1600000,3,Chelsea/Clinton/Midtown,White,2008,5,1,90753415
1600000,2,Chelsea/Clinton/Midtown,Hispanic,2008,1,1,18675062
1600000,2,Chelsea/Clinton/Midtown,White,2008,5,1,18749447
1600000,2,Chelsea/Clinton/Midtown,White,2008,5,1,18202522
1600000,3,Chelsea/Clinton/Midtown,White,2008,5,1,62637079
850000,2,Chelsea/Clinton/Midtown,White,2008,5,0,20089770
850000,3,Chelsea/Clinton/Midtown,Others,2008,3,0,57184439
695000,2,Chelsea/Clinton/Midtown,White,2008,4,1,18299783
3998500,4,Chelsea/Clinton/Midtown,White,2008,5,1,71390884
1500000,3,Chelsea/Clinton/Midtown,White,2008,2,2,41036738
