value,bdrms,non_bdrms,subboroughcode,race,income_tile,year,agperswt
1750000,3,1,2,1,3,2017,54757764
1750000,2,1,2,1,3,2017,27378882
9999999,3,1,2,3,1,2017,169222288
595,3,1,2,2,1,2017,62282248
25000,3,1,2,4,1,2017,91204528
9999999,3,1,2,1,3,2017,825971
9999999,3,1,2,4,1,2017,55016356
1000000,2,1,2,1,3,2017,54757764
1000000,2,1,3,1,3,2017,56381548
100000,3,1,3,1,1,2017,28105698
90000,2,1,3,1,1,2017,60181936
90000,3,1,3,1,3,2017,71317744
90000,2,0,3,3,3,2017,30090968
92000,2,1,3,1,1,2017,67951384
2000000,3,1,3,4,1,2017,28190774
800000,4,1,3,1,1,2017,133628304
140000,2,0,3,1,3,2017,30090968
80000,2,1,3,1,1,2017,28105698
750000,2,1,3,1,1,2017,26330870
1000000,3,1,3,1,3,2017,26330870
2100000,4,2,3,1,1,2017,137913312
1000000,2,1,3,3,1,2017,26330870
725000,2,0,3,1,3,2017,26330870
925000,2,1,3,1,1,2017,26330870
480000,2,0,3,1,3,2017,67589408
1500000,4,1,3,1,3,2017,143926656
1500000,3,0,3,1,3,2017,62437896
500000,4,0,3,1,3,2017,54009864
500000,2,1,3,1,3,2017,26330870
610000,1,0,3,4,3,2017,24714936
735000,1,1,3,1,3,2017,20677080
700000,1,1,3,1,3,2017,24592446
1800000,2,0,3,1,1,2017,45553320
1350000,1,0,3,1,3,2017,24592446
1900000,2,0,3,1,3,2017,26330870
1500000,2,1,3,1,3,2017,24592446
425000,2,0,3,1,3,2017,32220904
845000,1,1,3,3,3,2017,66191344
700000,3,1,3,1,3,2017,62065072
800000,2,1,3,1,3,2017,28190774
1000000,3,2,3,4,1,2017,26330870
500000,1,0,3,1,3,2017,57970288
1600000,2,1,3,1,3,2017,58606064
1100000,2,0,3,4,3,2017,24592446
2200000,4,0,3,1,3,2017,66848252
1000000,2,1,3,1,3,2017,56381548
2000000,3,2,3,1,3,2017,84301160
850000,2,1,3,3,1,2017,62437896
650000,2,1,3,1,1,2017,26330870
550000,2,1,3,1,1,2017,26330870
775000,2,1,3,1,1,2017,26330870
600000,2,0,3,1,1,2017,26330870
900000,2,0,3,1,1,2017,21221826
1000000,2,1,3,1,3,2017,54142960
405000,1,0,3,2,1,2017,21953244
1000000,3,1,3,4,1,2017,28190774
650000,2,1,3,1,3,2017,52661740
500000,1,0,3,1,3,2017,24592446
950000,2,1,3,1,1,2017,26330870
850000,2,1,3,1,1,2017,26330870
900000,1,0,3,1,1,2017,26330870
1001000,2,1,3,1,3,2017,26330870
1200000,2,1,3,1,3,2017,26330870
550000,1,1,3,1,3,2017,22776660
2500000,4,1,3,1,3,2017,97162016
1850000,3,0,3,1,1,2017,49429872
1400000,2,1,3,4,3,2017,44061520
400000,2,0,3,4,1,2017,59861352
425000,2,0,3,1,3,2017,27955982
750000,2,0,3,1,1,2017,56381548
750000,3,1,3,1,3,2017,56381548
500000,2,3,3,1,3,2017,26330870
500000,3,1,3,1,3,2017,52661740
1500000,3,1,3,1,3,2017,28190774
600000,2,0,3,4,3,2017,26330870
650000,2,0,3,1,1,2017,24127948
250000,1,0,3,1,1,2017,69570296
1700000,3,0,3,1,1,2017,88768768
1300000,3,0,3,1,3,2017,66848252
9999999,2,0,3,1,3,2017,57033320
9999999,2,0,3,1,3,2017,23976518
1300000,5,3,4,1,3,2017,55060904
2000000,3,2,4,1,1,2017,50922568
2000000,3,2,4,1,1,2017,27409940
1000000,2,1,4,1,3,2017,27409940
400000,1,0,4,4,1,2017,62960532
450000,1,1,4,1,3,2017,29101652
400000,2,1,4,1,3,2017,54065452
700000,2,1,4,1,1,2017,27409940
700000,2,1,4,4,3,2017,22776660
600000,2,1,4,4,3,2017,50922568
450000,2,1,4,1,1,2017,29101652
400000,1,0,4,4,1,2017,22004304
3000000,5,0,4,4,3,2017,50922568
400000,1,0,4,1,1,2017,54065452
25000,4,2,4,2,3,2017,77725800
25000,4,1,4,2,1,2017,118656560
25000,4,2,4,1,3,2017,85519608
120000,4,1,4,4,1,2017,114747368
6387127,3,5,4,1,3,2017,83026752
2200000,3,2,4,1,3,2017,27409940
6387127,3,4,4,1,1,2017,56453144
2340000,3,0,4,1,1,2017,27409940
500000,1,0,4,1,1,2017,27409940
500000,1,0,4,1,1,2017,22776660
750000,2,1,4,1,3,2017,27409940
3600000,4,1,4,1,3,2017,25461284
6387127,2,2,4,1,3,2017,27409940
1100000,3,2,4,1,1,2017,110764488
800000,2,1,4,1,1,2017,27409940
600000,2,0,4,1,3,2017,54819880
600000,3,1,4,1,3,2017,27409940
590000,2,1,4,1,1,2017,85837144
800000,3,1,4,1,3,2017,25461284
1000000,3,1,4,1,3,2017,20725172
1100000,3,1,4,1,3,2017,25461284
825000,1,0,4,1,3,2017,24845064
1000000,2,1,4,3,1,2017,27409940
425000,1,0,4,4,3,2017,29101652
290000,1,0,4,3,1,2017,78954848
640000,2,0,4,1,3,2017,50922568
700000,2,1,4,1,3,2017,27409940
675000,2,1,4,4,3,2017,77627624
9999999,3,3,4,3,1,2017,105925928
320000,1,0,4,4,1,2017,26378472
6387127,3,1,4,1,1,2017,50922568
1500000,4,0,4,1,1,2017,49690124
1100000,2,0,4,1,3,2017,94145456
600000,2,1,4,1,3,2017,27409940
625000,2,1,4,1,3,2017,27409940
1500000,3,0,4,1,3,2017,50922568
1500000,2,2,4,1,1,2017,25461284
715000,2,0,4,1,3,2017,27409940
2700000,3,1,4,1,3,2017,50310692
9999999,3,2,4,1,3,2017,95135488
9999999,2,1,4,1,3,2017,28809586
9999999,2,2,4,1,3,2017,17800824
625000,2,2,4,1,3,2017,27409940
1000000,2,2,4,1,3,2017,25461284
700000,2,2,4,4,1,2017,27409940
725000,1,0,4,1,3,2017,24845064
1000000,2,1,4,4,1,2017,27409940
2100000,3,4,4,1,3,2017,56577772
490000,1,0,4,1,3,2017,29101652
600000,2,1,4,1,3,2017,45553320
330000,1,0,4,4,3,2017,22004304
250000,2,1,4,1,1,2017,79913248
1300000,2,1,4,4,3,2017,41971392
2500000,3,1,4,4,3,2017,25461284
615000,2,0,4,1,3,2017,41971392
900000,3,0,4,2,1,2017,27409940
925000,2,0,4,1,3,2017,56055800
1500000,2,3,4,1,1,2017,50922568
650000,2,1,4,1,3,2017,27409940
400000,1,0,4,4,3,2017,29086260
650000,2,1,4,2,1,2017,54819880
260000,1,0,4,3,1,2017,28526064
600000,2,1,4,4,1,2017,54819880
1250000,2,2,4,1,3,2017,27409940
400000,4,1,4,1,3,2017,86548224
745000,2,1,4,1,1,2017,27409940
750000,3,1,4,1,3,2017,50310692
750000,2,1,4,1,3,2017,27409940
1100000,2,1,4,4,1,2017,54819880
3000000,4,1,4,1,3,2017,117829264
172212,3,1,4,1,3,2017,21734144
2600000,3,1,4,4,3,2017,50922568
400000,2,1,4,1,3,2017,29101652
750000,2,1,4,1,3,2017,54819880
750000,3,2,4,1,1,2017,110764488
625000,2,1,4,1,3,2017,27409940
400000,1,0,4,1,1,2017,27032726
550000,2,0,4,1,1,2017,25461284
520000,2,0,4,1,3,2017,54819880
1100000,2,1,4,4,3,2017,20985696
9999999,3,0,4,2,3,2017,69757400
1200000,3,1,5,1,3,2017,81916008
1000000,3,1,5,1,3,2017,42443652
950000,4,0,5,1,3,2017,132612944
1000000,3,1,5,1,1,2017,24685720
400000,4,0,5,1,3,2017,53415812
800000,2,1,5,1,3,2017,24685720
1000000,2,1,5,1,3,2017,51171768
1000000,3,1,5,1,1,2017,24685720
560000,1,0,5,1,1,2017,24685720
560000,3,0,5,1,3,2017,25585884
590000,2,0,5,4,3,2017,51171768
2000000,3,1,5,1,3,2017,51171768
2000000,4,4,5,1,3,2017,158090416
1756000,5,3,5,1,3,2017,54399304
6387127,4,2,5,1,1,2017,123126384
1000000,3,1,5,1,3,2017,51171768
700000,2,1,5,1,1,2017,24685720
2000000,3,2,5,1,3,2017,24685720
1500000,2,0,5,1,3,2017,25585884
1400000,3,2,5,1,3,2017,79034032
700000,2,1,5,4,1,2017,25155346
515000,1,1,5,1,1,2017,24685720
1500000,3,2,5,1,1,2017,83222512
800000,2,1,5,1,1,2017,25155346
6387127,5,3,5,1,1,2017,116798192
2750000,4,4,5,1,1,2017,54399304
6387127,5,3,5,1,3,2017,160108320
800000,2,1,5,1,3,2017,24234592
500000,2,1,5,1,1,2017,24685720
600000,2,0,5,1,3,2017,24685720
1000000,3,0,5,1,3,2017,24685720
1800000,3,1,5,1,3,2017,49371440
1800000,1,0,5,4,1,2017,24685720
350000,2,0,5,1,3,2017,109842112
1800000,3,2,5,1,3,2017,24685720
999000,2,1,5,1,3,2017,70816976
2000000,4,3,5,1,3,2017,62616856
150000,1,0,5,1,1,2017,19574032
6387127,4,3,5,1,3,2017,51923992
500000,4,2,5,1,3,2017,52812680
500000,3,1,5,1,3,2017,25585884
500000,5,2,5,1,3,2017,25961996
6387127,5,3,5,4,1,2017,111169848
3000000,5,3,5,3,3,2017,54399304
800000,2,0,5,1,3,2017,24234592
250000,2,1,5,4,1,2017,26627734
500000,2,1,5,1,1,2017,24685720
6387127,3,1,5,1,1,2017,49371440
3500000,5,3,5,1,1,2017,77374096
3500000,3,1,5,1,1,2017,42451944
1700000,4,1,5,1,3,2017,50310692
850000,3,0,5,1,3,2017,24685720
850000,3,0,5,1,3,2017,115032640
2100000,4,0,5,4,3,2017,51171768
9999999,3,1,5,1,1,2017,42405072
2000000,3,1,5,1,1,2017,49371440
2000000,3,1,5,1,1,2017,22776660
1700000,3,1,5,1,1,2017,25987744
1000000,2,0,5,4,1,2017,24234592
1500000,3,1,5,1,3,2017,51171768
1200000,2,1,5,1,3,2017,45553320
1200000,2,1,5,1,3,2017,24685720
1200000,1,0,5,1,3,2017,24685720
1700000,3,1,5,1,3,2017,80537592
800000,2,2,5,1,1,2017,24685720
950000,2,2,5,1,1,2017,45553320
1400000,2,1,5,1,3,2017,51171768
2000000,4,2,5,1,3,2017,52812680
3500000,3,1,5,1,3,2017,24685720
6387127,3,1,5,1,3,2017,24685720
625000,2,1,5,1,3,2017,24234592
1000000,3,1,5,1,1,2017,80537592
850000,3,0,5,1,3,2017,63660364
580000,2,0,5,1,3,2017,24685720
9999999,2,1,5,3,1,2017,40364064
1200000,3,1,5,1,1,2017,50310692
1700000,3,2,5,3,3,2017,49371440
1400000,3,2,5,1,3,2017,51171768
1200000,2,1,5,1,3,2017,30117274
6387127,4,2,5,1,3,2017,25477312
1200000,3,1,5,1,1,2017,119289176
2100000,3,2,5,1,1,2017,48469184
9999999,3,1,5,1,1,2017,66690304
550000,2,1,5,1,1,2017,25585884
1000000,3,1,5,1,3,2017,83222512
500000,2,0,5,1,3,2017,50145308
500000,3,0,5,1,3,2017,17404758
950000,3,0,5,1,3,2017,24234592
650000,2,0,5,1,1,2017,48469184
650000,1,0,5,1,3,2017,24685720
515000,1,1,5,1,3,2017,22776660
900000,1,0,5,1,3,2017,22776660
2300000,3,1,5,1,3,2017,54790888
3900000,5,1,5,1,1,2017,114316344
9999999,4,2,5,1,3,2017,42405072
1400000,3,1,5,1,1,2017,115032640
6387127,4,3,5,1,3,2017,51923992
3500000,4,2,5,1,1,2017,52812680
2560000,4,1,5,1,3,2017,121342656
2000000,3,1,5,1,1,2017,112885104
1900000,3,1,5,1,1,2017,51171768
1500000,2,1,5,1,3,2017,24685720
2000000,3,0,5,1,1,2017,49371440
600000,3,1,5,1,1,2017,54348312
600000,2,1,5,1,1,2017,51171768
1000000,2,2,5,1,1,2017,24685720
2000000,3,3,5,1,1,2017,52812680
9999999,3,1,5,3,1,2017,37844384
6387127,3,5,5,1,1,2017,55330356
6387127,5,3,5,1,1,2017,128996040
800000,2,0,5,1,1,2017,24685720
710000,2,0,5,1,3,2017,24685720
6387127,4,3,5,1,1,2017,26406340
6387127,4,3,5,1,3,2017,26406340
2200000,4,1,5,1,1,2017,147745680
2000000,4,3,5,1,3,2017,107495088
9999999,2,2,5,1,1,2017,21975684
6387127,7,1,5,1,1,2017,27199652
6387127,5,3,5,1,3,2017,55330356
1350000,3,1,5,1,1,2017,83222512
450000,3,1,5,1,3,2017,26209296
1300000,2,1,5,1,3,2017,24234592
170000,3,1,5,1,3,2017,63860616
6387127,3,1,5,1,3,2017,51171768
520000,2,1,5,1,3,2017,24685720
300000,3,1,5,1,1,2017,27165016
9999999,1,0,5,3,1,2017,111029368
450000,2,2,5,1,1,2017,26209296
1200000,4,0,5,1,3,2017,60671328
400000,1,0,5,1,1,2017,25730324
6387127,6,2,5,1,3,2017,155761488
750000,3,2,5,2,1,2017,24685720
750000,3,2,5,3,1,2017,163172976
1000000,3,2,5,3,3,2017,50310692
415000,3,2,5,3,1,2017,53415812
3000000,4,1,5,1,3,2017,56708048
3000000,4,1,5,4,3,2017,112258280
2000000,2,1,5,1,3,2017,24234592
9999999,3,1,5,1,3,2017,20815060
1500000,3,2,6,1,3,2017,40298696
600000,2,1,6,1,1,2017,20149348
800000,2,1,6,1,3,2017,22791020
625000,2,1,6,1,3,2017,45582040
1200000,3,1,6,4,3,2017,45553320
1200000,2,2,6,1,1,2017,45553320
2100000,3,2,6,1,1,2017,111550856
2500000,3,2,6,1,3,2017,140155248
1400000,3,2,6,1,3,2017,54716524
1000000,2,1,6,1,3,2017,20149348
2800000,5,2,6,1,1,2017,161956640
6387127,4,4,6,1,1,2017,49286364
6387127,7,1,6,1,3,2017,205576656
6387127,3,3,6,1,3,2017,47043704
6387127,5,3,6,1,3,2017,71555160
6387127,5,3,6,1,3,2017,71555160
2000000,4,1,6,1,1,2017,45582040
3000000,4,3,6,1,3,2017,169131648
429000,3,1,6,1,1,2017,42785884
800000,3,1,6,1,1,2017,44360992
1000000,3,1,6,1,1,2017,20149348
3000000,4,2,6,4,3,2017,126832888
2800000,3,2,6,1,1,2017,45553320
6387127,4,1,6,1,1,2017,22776660
6387127,4,2,6,1,1,2017,47043704
2900000,3,1,6,1,3,2017,45582040
3500000,3,1,6,1,3,2017,22776660
6387127,5,3,6,1,3,2017,78848128
3750000,3,1,6,1,3,2017,20149348
3500000,3,1,6,1,3,2017,27358262
1200000,2,1,6,1,3,2017,45582040
870000,2,1,6,1,1,2017,45582040
900000,2,1,6,1,1,2017,20149348
800000,2,1,6,1,1,2017,20149348
2500000,4,2,6,1,1,2017,49117624
200000,3,1,6,1,3,2017,41939644
200000,2,1,6,1,3,2017,34435920
900000,2,2,6,1,3,2017,20149348
715000,2,1,6,4,1,2017,22791020
6387127,5,2,6,1,3,2017,156162400
6387127,5,3,6,1,3,2017,49286364
550000,2,1,6,1,3,2017,87590464
1000000,2,2,6,1,1,2017,20149348
1500000,3,1,6,1,3,2017,45582040
1500000,2,1,6,1,3,2017,45582040
1500000,5,3,6,2,3,2017,56412228
9999999,1,0,6,1,3,2017,26411128
1000000,3,1,6,1,3,2017,40298696
1250000,3,2,6,1,1,2017,20149348
600000,2,1,6,1,3,2017,20149348
1400000,3,2,6,1,3,2017,66177128
1500000,3,1,6,1,3,2017,20149348
1000000,2,1,6,1,3,2017,20149348
800000,2,0,6,4,3,2017,20149348
9999999,5,1,6,1,3,2017,17306250
1200000,3,1,6,4,1,2017,46695368
400000,1,0,6,1,3,2017,21392942
1700000,4,2,6,1,3,2017,20795470
1000000,2,1,6,1,3,2017,50176920
2000000,4,2,6,1,3,2017,161956640
925000,1,0,6,3,3,2017,26817106
1400000,3,2,6,1,3,2017,45582040
2000000,3,2,6,1,3,2017,22791020
520000,3,0,6,1,1,2017,20149348
520000,1,1,6,1,1,2017,20149348
625000,2,2,6,4,1,2017,22776660
1700000,3,5,6,1,1,2017,51459152
615000,3,2,6,1,3,2017,20149348
1000000,3,2,6,1,1,2017,20149348
1250000,3,1,6,4,1,2017,47591524
850000,2,1,6,1,1,2017,20149348
850000,2,1,6,3,3,2017,26086164
2000000,2,1,6,3,3,2017,33088564
2000000,2,1,6,3,3,2017,22791020
2220000,2,1,6,1,1,2017,20149348
355000,1,0,6,1,1,2017,29046784
600000,2,1,6,1,3,2017,45582040
450000,2,0,6,1,1,2017,47098904
370000,2,0,6,1,1,2017,24182410
420000,2,0,6,1,1,2017,42785884
1400000,2,2,6,3,3,2017,20149348
6387127,2,2,6,2,3,2017,45582040
1500000,1,0,6,1,1,2017,45582040
1100000,2,2,6,1,3,2017,45582040
850000,3,2,6,1,1,2017,45582040
1200000,3,1,6,1,1,2017,101907808
1200000,3,1,6,4,3,2017,105936656
2000000,3,3,6,1,3,2017,47043704
1800000,3,1,6,3,3,2017,89990208
1500000,3,1,6,1,3,2017,45582040
550000,2,1,6,1,1,2017,20149348
1300000,3,1,6,1,3,2017,33088564
1200000,3,2,6,1,3,2017,22791020
750000,2,1,6,1,3,2017,20149348
1010000,2,2,6,1,1,2017,20149348
120000,2,1,6,1,1,2017,21507510
3300000,4,2,6,1,3,2017,161956640
1500000,4,1,6,4,3,2017,28379368
1000000,3,0,6,3,1,2017,162199072
1000000,2,1,6,4,3,2017,45582040
1200000,3,1,6,1,3,2017,88721984
1200000,2,0,6,1,3,2017,20149348
975000,3,1,6,1,1,2017,66177128
1425000,3,1,6,4,1,2017,45582040
3500000,5,3,6,1,3,2017,71555160
3750000,4,1,6,1,3,2017,42451944
2100000,3,1,6,1,1,2017,156924576
6387127,6,2,6,1,3,2017,146483312
6387127,3,2,6,1,3,2017,45582040
3000000,3,4,6,1,3,2017,47014064
450000,2,0,6,1,3,2017,24197656
425000,2,1,6,3,3,2017,57738080
425000,4,2,6,1,3,2017,112474944
1000000,2,2,6,1,3,2017,45582040
1400000,3,0,6,1,3,2017,40298696
1500000,3,1,6,1,3,2017,45582040
700000,2,1,6,1,1,2017,20149348
700000,2,1,6,1,3,2017,45582040
799000,2,1,6,1,1,2017,45582040
1400000,3,1,6,2,3,2017,45582040
900000,3,0,6,1,3,2017,20149348
900000,4,1,6,1,3,2017,22791020
6387127,4,4,6,1,1,2017,24627656
6387127,3,2,6,1,3,2017,22791020
9999999,6,2,6,1,1,2017,48750008
1000000,3,1,6,1,3,2017,149181504
2500000,2,0,6,4,3,2017,89434864
2300000,5,1,6,1,1,2017,41590940
865000,2,1,6,1,3,2017,20149348
625000,2,1,6,1,3,2017,20149348
700000,2,1,6,1,3,2017,20149348
500000,2,1,6,1,1,2017,20149348
1500000,3,3,6,4,3,2017,163017568
1500000,3,3,6,1,3,2017,115127920
1100000,3,1,6,1,3,2017,151310384
3200000,3,1,6,1,3,2017,45553320
1600000,2,1,6,1,3,2017,76786528
1250000,2,0,6,1,1,2017,27358262
1000000,2,1,6,1,3,2017,20149348
1500000,2,1,6,1,3,2017,40298696
1100000,3,1,6,1,3,2017,151310384
850000,2,1,6,1,1,2017,40298696
813000,3,1,6,1,1,2017,156924576
2000000,3,2,6,1,1,2017,20149348
2000000,4,2,6,1,1,2017,47043704
310000,1,0,6,4,1,2017,24182410
310000,2,1,6,1,3,2017,57379448
325000,1,1,6,1,3,2017,24197656
1300000,1,0,6,1,3,2017,22791020
2000000,3,3,6,1,3,2017,47043704
1200000,3,1,6,1,3,2017,80222200
630000,3,1,6,1,1,2017,20149348
36000,2,1,6,1,3,2017,19172408
600000,2,0,6,4,3,2017,54716524
1450000,3,0,6,1,3,2017,45582040
475000,2,1,6,1,3,2017,42785884
350000,2,0,6,1,3,2017,42785884
400000,2,0,6,1,1,2017,24197656
850000,2,1,6,1,1,2017,23795760
2000000,4,3,6,1,3,2017,155464896
9999999,3,1,6,3,3,2017,91840496
750000,3,0,7,1,1,2017,54471148
500000,3,1,7,4,1,2017,54471148
530000,3,1,7,4,1,2017,81779224
200000,2,0,7,1,1,2017,23763396
350000,2,1,7,1,1,2017,24242882
1000000,3,2,7,1,1,2017,27235572
2200000,3,1,7,1,3,2017,54471148
850000,4,1,7,1,1,2017,113093272
625000,2,1,7,2,3,2017,22833616
990000,4,3,7,1,1,2017,162315008
500000,3,1,7,2,3,2017,22833616
700000,2,2,7,1,1,2017,22833616
1200000,4,1,7,1,3,2017,24146352
1200000,3,1,7,1,3,2017,54471148
2000000,2,2,7,2,3,2017,21569984
650000,2,0,7,2,1,2017,22833616
2000000,2,0,7,1,3,2017,81779224
9999999,4,2,7,1,1,2017,19562844
1000000,4,1,7,1,3,2017,105364880
6387127,5,3,7,1,1,2017,95090744
750000,2,1,7,1,3,2017,28747492
9999999,2,0,7,2,3,2017,75220664
9999999,1,0,7,3,1,2017,85016616
120000,3,1,7,4,1,2017,58142764
120000,3,1,7,4,3,2017,44658104
100000,3,1,7,2,3,2017,29071382
50000,3,1,7,2,3,2017,23867558
70000,3,1,7,2,1,2017,89671024
200000,4,1,7,3,1,2017,137139792
450000,3,1,7,1,1,2017,97970616
350000,2,1,7,3,1,2017,71540352
350000,2,1,7,2,3,2017,24242882
275000,3,2,7,2,3,2017,25856746
1300000,4,1,8,1,3,2017,48292704
900000,4,1,8,2,1,2017,22833616
650000,3,0,8,3,1,2017,90215248
700000,4,1,8,1,1,2017,27235572
550000,3,1,8,2,1,2017,66242408
500000,5,2,8,2,1,2017,24920646
2500000,3,3,8,3,1,2017,290876160
2000000,4,0,8,2,3,2017,58190468
2000000,4,1,8,2,3,2017,44019844
929000,3,1,8,2,1,2017,22833616
600000,1,2,8,2,1,2017,22833616
2000000,3,1,8,2,1,2017,52172328
9999999,3,1,8,2,1,2017,129171808
2400000,3,0,8,2,3,2017,47499212
100000,4,1,8,2,1,2017,19146350
375000,3,1,8,2,1,2017,53651220
25000,3,2,8,2,3,2017,20242104
40000,3,2,8,2,1,2017,77585728
140000,3,1,8,2,3,2017,64694160
140000,3,1,8,2,3,2017,77297424
45000,2,1,8,2,1,2017,21726532
40000,3,1,8,2,3,2017,63030656
40000,2,1,8,2,1,2017,22318944
40000,4,1,8,4,3,2017,146202048
9999999,3,1,8,4,1,2017,44654060
2000000,3,1,8,4,3,2017,96955832
6387127,2,2,8,2,3,2017,54471148
6387127,2,2,8,2,3,2017,22833616
1100000,3,1,8,2,3,2017,103335248
1500000,3,1,8,2,1,2017,54471148
1500000,3,1,8,2,1,2017,46912432
1500000,3,1,8,2,1,2017,45553320
9999999,3,1,8,3,1,2017,56459280
200000,5,1,8,2,3,2017,25024652
400000,4,1,8,2,1,2017,32174772
9999999,3,1,8,2,1,2017,26028426
300000,3,1,8,2,1,2017,73196120
9999999,3,0,8,2,1,2017,97499984
2500,4,0,8,2,3,2017,69188392
2500,3,0,8,1,3,2017,80358056
9999999,3,1,8,2,3,2017,95086440
3400000,5,3,9,1,3,2017,119392040
2000000,4,2,9,1,3,2017,98925544
950000,3,3,9,3,3,2017,59338656
2500000,4,2,9,1,3,2017,167084304
1000000,3,1,9,1,3,2017,48292704
15000,2,1,9,2,1,2017,50813844
15000,2,1,9,2,3,2017,25406922
15000,2,0,9,2,3,2017,17985008
20000,2,1,9,2,3,2017,17985008
900000,3,2,9,1,3,2017,22833616
500000,3,2,9,1,3,2017,140841440
465000,2,1,9,1,3,2017,24242882
1900000,3,2,9,1,3,2017,21700250
7800,1,1,9,4,1,2017,47146728
7800,2,1,9,2,3,2017,44310020
500000,4,2,9,3,3,2017,132713312
500000,4,2,9,3,1,2017,142975200
500000,5,3,9,2,3,2017,177085680
1900000,4,1,9,2,3,2017,22833616
100000,3,1,9,2,3,2017,45414976
100000,3,1,9,4,1,2017,119815696
100000,2,1,9,2,1,2017,20579000
100000,3,1,9,2,3,2017,35745216
13000,3,1,9,3,3,2017,54927824
13000,4,1,9,1,1,2017,66069256
13000,3,1,9,3,3,2017,109855648
9999999,2,0,9,2,1,2017,22355892
1900000,4,1,10,1,3,2017,27378882
800000,3,1,10,1,1,2017,87197664
1000000,3,3,10,1,3,2017,56217856
600000,2,0,10,3,1,2017,204853376
800000,3,1,10,1,1,2017,54471148
500000,3,1,10,1,1,2017,27378882
1000000,3,1,10,1,3,2017,54471148
57500,3,1,10,1,1,2017,58448704
275000,2,0,10,1,1,2017,23704118
450000,1,1,10,1,1,2017,29068676
425000,2,1,10,3,3,2017,29068676
750000,4,2,10,1,1,2017,89038744
265000,2,1,10,1,1,2017,56987484
325000,2,1,10,1,3,2017,29086260
675000,1,0,10,1,1,2017,40777316
950000,3,1,10,1,3,2017,93235104
850000,4,4,10,3,1,2017,59207776
125000,3,1,10,2,3,2017,70059336
50000,3,1,10,3,1,2017,92910304
50000,2,1,10,3,1,2017,29224352
625000,3,1,10,1,1,2017,54471148
450000,2,1,10,1,1,2017,25636638
800000,3,1,10,1,1,2017,83047200
755000,3,0,10,1,3,2017,63660364
725000,4,0,10,1,3,2017,125200632
25500,3,1,10,2,1,2017,22975620
170000,2,0,10,3,1,2017,19146350
35000,4,1,10,3,1,2017,156938880
35000,2,1,10,3,3,2017,59975292
600000,5,1,10,4,1,2017,134181624
50000,3,1,10,3,3,2017,130174400
55000,4,1,10,3,3,2017,80936504
250000,3,1,10,3,3,2017,90587544
250000,5,1,10,3,3,2017,131119720
9999999,3,1,10,3,3,2017,39119356
9999999,3,1,10,3,1,2017,19559678
9999999,2,1,10,2,1,2017,31766930
9999999,3,1,10,3,3,2017,37844384
9999999,3,1,10,3,3,2017,46785200
9999999,2,0,10,3,1,2017,22733536
250000,2,1,3,1,3,2017,27403056
6387127,4,1,3,1,1,2017,95039024
1300000,2,1,3,1,3,2017,67944000
750000,2,1,4,1,1,2017,63660364
1700000,4,1,5,1,1,2017,81916008
1700000,3,2,5,4,1,2017,24685720
950000,3,1,5,1,3,2017,49371440
2000000,3,2,5,1,3,2017,50310692
6387127,5,3,5,1,3,2017,59883008
1300000,3,3,6,1,3,2017,62166072
800000,2,1,6,1,3,2017,22791020
6387127,7,1,5,4,3,2017,63891648
1700000,3,1,1,4,3,2017,104482912
2000000,2,1,1,1,1,2017,52002200
2100000,3,1,1,1,3,2017,118900192
2000000,3,0,5,1,3,2017,52002200
6387127,4,1,3,4,3,2017,53221872
6387127,4,2,3,1,3,2017,126204016
2100000,4,0,8,1,1,2017,126204016
9999999,1,0,7,3,1,2017,541190
9999999,3,0,8,2,1,2017,1661036
9999999,2,1,8,4,3,2017,541190
9999999,1,0,8,3,3,2017,541190
9999999,3,0,8,2,1,2017,541190
9999999,2,1,10,2,3,2017,541190
9999999,2,0,10,3,1,2017,541190
9999999,3,1,10,3,1,2017,1510373
