value,bdrms,subboroughname,race,year,income_tile,non_bdrms
950000,3,Stuyvesant Town/Turtle Bay,White,2005,5,0
579000,2,Greenwich Village/Financial District,White,2005,3,2
200000,3,Upper East Side,Black,2005,3,0
1200000,3,Upper West Side,White,2005,5,1
15000,2,Morningside Heights/Hamilton Heights,White,2005,3,2
2571545,2,Upper West Side,White,2005,5,1
200000,3,Upper West Side,Black,2005,3,1
300000,2,Central Harlem,Black,2005,2,1
2571545,4,Upper East Side,White,2005,5,3
1000000,2,Upper East Side,White,2005,5,1
600000,3,Upper East Side,White,2005,5,1
400000,2,Stuyvesant Town/Turtle Bay,White,2005,3,1
290000,1,Upper West Side,White,2005,3,0
2571545,3,Stuyvesant Town/Turtle Bay,White,2005,5,2
2500,3,Central Harlem,Black,2005,1,1
600000,2,Greenwich Village/Financial District,Black,2005,2,1
2571545,4,Upper West Side,White,2005,3,2
160000,2,Lower East Side/Chinatown,Others,2005,2,0
400000,2,Lower East Side/Chinatown,White,2005,4,1
800000,1,Upper West Side,White,2005,5,0
550000,2,Chelsea/Clinton/Midtown,White,2005,4,0
400000,2,Upper East Side,White,2005,5,0
450000,1,Chelsea/Clinton/Midtown,White,2005,2,0
400000,2,Lower East Side/Chinatown,White,2005,4,1
270000,1,Upper West Side,White,2005,2,0
1300000,3,Upper East Side,White,2005,4,2
1200000,2,Chelsea/Clinton/Midtown,Others,2005,5,1
300000,1,Upper West Side,Others,2005,4,2
2571545,4,Chelsea/Clinton/Midtown,Others,2005,5,1
200000,4,Washington Heights/Inwood,White,2005,5,2
45000,1,Upper West Side,White,2005,4,0
2571545,4,Upper East Side,White,2005,3,2
1000000,3,Central Harlem,White,2005,4,1
1000000,3,Upper West Side,White,2005,2,1
400000,2,Greenwich Village/Financial District,White,2005,3,1
280000,2,Lower East Side/Chinatown,White,2005,4,0
1000000,2,Upper East Side,White,2005,3,1
500000,2,Greenwich Village/Financial District,White,2005,3,1
1000000,3,Chelsea/Clinton/Midtown,White,2005,4,2
750000,3,Stuyvesant Town/Turtle Bay,White,2005,5,1
2571545,3,Chelsea/Clinton/Midtown,White,2005,4,1
390000,1,Greenwich Village/Financial District,White,2005,5,0
200000,3,Morningside Heights/Hamilton Heights,Others,2005,5,1
650000,2,Greenwich Village/Financial District,White,2005,4,0
375000,2,Upper West Side,White,2005,2,1
300000,2,Greenwich Village/Financial District,White,2005,5,1
1100000,1,Upper East Side,White,2005,3,0
1000000,3,Chelsea/Clinton/Midtown,Others,2005,2,1
1500000,3,Greenwich Village/Financial District,White,2008,4,2
1300000,3,Greenwich Village/Financial District,White,2008,5,2
550000,1,Greenwich Village/Financial District,White,2008,4,1
800000,2,Greenwich Village/Financial District,White,2008,4,1
1500000,2,Greenwich Village/Financial District,White,2008,5,2
1500000,5,Greenwich Village/Financial District,White,2008,4,2
1500000,2,Greenwich Village/Financial District,White,2008,3,1
1500000,2,Greenwich Village/Financial District,White,2008,4,1
1500000,3,Greenwich Village/Financial District,White,2008,4,0
1500000,2,Greenwich Village/Financial District,White,2008,5,1
1500000,3,Greenwich Village/Financial District,White,2008,4,0
850000,3,Greenwich Village/Financial District,White,2008,5,1
800000,2,Greenwich Village/Financial District,White,2008,5,1
800000,3,Greenwich Village/Financial District,White,2008,4,1
1250000,2,Greenwich Village/Financial District,White,2008,3,1
450000,2,Greenwich Village/Financial District,White,2008,4,0
450000,3,Greenwich Village/Financial District,White,2008,3,1
650000,2,Greenwich Village/Financial District,White,2008,5,1
350000,1,Greenwich Village/Financial District,White,2008,2,1
500000,1,Greenwich Village/Financial District,White,2008,4,0
500000,4,Greenwich Village/Financial District,White,2008,5,3
500000,3,Greenwich Village/Financial District,White,2008,5,1
1000000,3,Greenwich Village/Financial District,White,2008,4,1
1000000,2,Greenwich Village/Financial District,White,2008,5,0
1000000,1,Greenwich Village/Financial District,White,2008,4,0
500000,2,Greenwich Village/Financial District,White,2008,5,1
1000000,3,Greenwich Village/Financial District,White,2008,5,2
550000,2,Greenwich Village/Financial District,White,2008,5,1
750000,2,Greenwich Village/Financial District,Others,2008,5,0
400000,1,Greenwich Village/Financial District,White,2008,5,0
400000,3,Greenwich Village/Financial District,White,2008,5,0
400000,3,Greenwich Village/Financial District,White,2008,5,1
25000,3,Greenwich Village/Financial District,White,2008,2,1
25000,2,Greenwich Village/Financial District,White,2008,4,2
400000,4,Greenwich Village/Financial District,White,2008,5,2
400000,4,Greenwich Village/Financial District,White,2008,5,2
950000,2,Greenwich Village/Financial District,White,2008,3,1
1750000,3,Greenwich Village/Financial District,White,2008,5,2
650000,1,Greenwich Village/Financial District,White,2008,5,0
650000,2,Greenwich Village/Financial District,White,2008,5,0
650000,3,Greenwich Village/Financial District,White,2008,5,1
650000,2,Greenwich Village/Financial District,White,2008,2,1
600000,2,Greenwich Village/Financial District,White,2008,5,1
465000,2,Greenwich Village/Financial District,White,2008,5,3
465000,2,Greenwich Village/Financial District,White,2008,5,1
890000,3,Greenwich Village/Financial District,Others,2008,2,1
3998500,3,Greenwich Village/Financial District,White,2008,5,2
3998500,3,Greenwich Village/Financial District,White,2008,5,1
550000,2,Greenwich Village/Financial District,Others,2008,4,1
800000,2,Greenwich Village/Financial District,White,2008,2,1
376000,2,Greenwich Village/Financial District,White,2008,4,1
376000,1,Greenwich Village/Financial District,White,2008,5,1
376000,3,Greenwich Village/Financial District,White,2008,5,1
376000,3,Greenwich Village/Financial District,White,2008,5,1
376000,3,Greenwich Village/Financial District,White,2008,5,1
1000000,2,Greenwich Village/Financial District,White,2008,4,0
1700000,2,Greenwich Village/Financial District,White,2008,5,0
660000,2,Greenwich Village/Financial District,White,2008,5,1
660000,1,Greenwich Village/Financial District,White,2008,4,0
660000,3,Greenwich Village/Financial District,White,2008,5,2
660000,3,Greenwich Village/Financial District,White,2008,5,1
1100000,3,Greenwich Village/Financial District,White,2008,5,0
1100000,2,Greenwich Village/Financial District,White,2008,3,1
1100000,2,Greenwich Village/Financial District,White,2008,3,1
1100000,2,Greenwich Village/Financial District,White,2008,4,2
1100000,3,Greenwich Village/Financial District,White,2008,3,1
1250000,3,Greenwich Village/Financial District,White,2008,5,1
1250000,2,Greenwich Village/Financial District,White,2008,3,0
1000000,4,Greenwich Village/Financial District,White,2008,5,4
1000000,4,Greenwich Village/Financial District,White,2008,5,1
3998500,4,Greenwich Village/Financial District,White,2008,5,2
900000,2,Greenwich Village/Financial District,White,2008,5,1
1000000,3,Greenwich Village/Financial District,White,2008,5,2
2000000,3,Greenwich Village/Financial District,White,2008,5,1
2000000,4,Greenwich Village/Financial District,White,2008,5,1
2000000,2,Greenwich Village/Financial District,White,2008,5,0
2000000,3,Lower East Side/Chinatown,White,2008,2,3
650000,3,Lower East Side/Chinatown,Others,2008,2,1
500000,2,Lower East Side/Chinatown,Others,2008,4,1
500000,3,Lower East Side/Chinatown,Black,2008,2,1
500000,2,Lower East Side/Chinatown,White,2008,5,0
500000,3,Lower East Side/Chinatown,White,2008,5,1
425000,2,Lower East Side/Chinatown,Others,2008,5,1
425000,1,Lower East Side/Chinatown,Black,2008,4,1
950000,4,Lower East Side/Chinatown,White,2008,5,1
700000,3,Lower East Side/Chinatown,White,2008,4,1
600000,3,Lower East Side/Chinatown,White,2008,2,1
600000,3,Lower East Side/Chinatown,White,2008,4,1
600000,2,Lower East Side/Chinatown,White,2008,2,1
450000,3,Lower East Side/Chinatown,White,2008,5,1
450000,2,Lower East Side/Chinatown,White,2008,1,1
450000,2,Lower East Side/Chinatown,White,2008,5,0
450000,2,Lower East Side/Chinatown,White,2008,1,1
850000,4,Lower East Side/Chinatown,White,2008,4,2
850000,4,Lower East Side/Chinatown,White,2008,3,1
450000,2,Lower East Side/Chinatown,White,2008,3,1
450000,2,Lower East Side/Chinatown,White,2008,4,1
450000,2,Lower East Side/Chinatown,White,2008,4,1
500000,2,Lower East Side/Chinatown,White,2008,4,1
500000,2,Lower East Side/Chinatown,White,2008,4,1
350000,3,Lower East Side/Chinatown,White,2008,3,2
350000,3,Lower East Side/Chinatown,White,2008,2,2
350000,2,Lower East Side/Chinatown,White,2008,1,2
350000,1,Lower East Side/Chinatown,White,2008,1,0
350000,3,Lower East Side/Chinatown,White,2008,5,1
500000,3,Lower East Side/Chinatown,Hispanic,2008,5,1
400000,3,Lower East Side/Chinatown,White,2008,4,0
1000000,4,Lower East Side/Chinatown,White,2008,5,1
400000,3,Lower East Side/Chinatown,White,2008,5,3
1000000,3,Lower East Side/Chinatown,Hispanic,2008,1,1
400000,2,Lower East Side/Chinatown,White,2008,3,1
400000,2,Lower East Side/Chinatown,Black,2008,4,1
400000,3,Lower East Side/Chinatown,Hispanic,2008,5,1
400000,2,Lower East Side/Chinatown,White,2008,3,1
400000,3,Lower East Side/Chinatown,Others,2008,5,1
400000,2,Lower East Side/Chinatown,Hispanic,2008,1,1
400000,4,Lower East Side/Chinatown,Hispanic,2008,2,0
7000,1,Lower East Side/Chinatown,White,2008,1,1
600000,3,Lower East Side/Chinatown,White,2008,4,0
200000,2,Lower East Side/Chinatown,White,2008,4,2
200000,2,Lower East Side/Chinatown,White,2008,3,1
200000,2,Lower East Side/Chinatown,White,2008,4,1
650000,2,Lower East Side/Chinatown,Hispanic,2008,3,1
650000,2,Lower East Side/Chinatown,Hispanic,2008,1,1
550000,2,Lower East Side/Chinatown,White,2008,4,0
1500000,6,Lower East Side/Chinatown,White,2008,5,2
1500000,2,Lower East Side/Chinatown,White,2008,5,0
1500000,2,Lower East Side/Chinatown,White,2008,5,0
600000,2,Lower East Side/Chinatown,White,2008,5,1
800000,2,Lower East Side/Chinatown,White,2008,5,1
800000,3,Lower East Side/Chinatown,White,2008,5,1
800000,3,Lower East Side/Chinatown,Hispanic,2008,1,2
2000000,2,Chelsea/Clinton/Midtown,White,2008,4,1
3998500,4,Chelsea/Clinton/Midtown,White,2008,5,4
3998500,3,Chelsea/Clinton/Midtown,White,2008,3,3
400000,1,Chelsea/Clinton/Midtown,White,2008,2,0
400000,2,Chelsea/Clinton/Midtown,White,2008,5,2
550000,2,Chelsea/Clinton/Midtown,White,2008,3,1
550000,2,Chelsea/Clinton/Midtown,White,2008,2,1
800000,2,Chelsea/Clinton/Midtown,White,2008,5,1
21000,2,Chelsea/Clinton/Midtown,White,2008,4,2
21000,3,Chelsea/Clinton/Midtown,White,2008,3,2
21000,2,Chelsea/Clinton/Midtown,White,2008,2,1
1000000,2,Chelsea/Clinton/Midtown,Others,2008,2,1
800000,2,Chelsea/Clinton/Midtown,White,2008,3,1
800000,1,Chelsea/Clinton/Midtown,White,2008,3,0
600000,2,Chelsea/Clinton/Midtown,White,2008,5,1
1250000,3,Chelsea/Clinton/Midtown,Others,2008,5,0
24000,3,Chelsea/Clinton/Midtown,Hispanic,2008,3,1
150000,2,Chelsea/Clinton/Midtown,White,2008,1,1
250000,2,Chelsea/Clinton/Midtown,Hispanic,2008,2,0
250000,4,Chelsea/Clinton/Midtown,White,2008,1,1
500000,2,Chelsea/Clinton/Midtown,Others,2008,4,1
3998500,5,Chelsea/Clinton/Midtown,White,2008,5,3
500000,4,Chelsea/Clinton/Midtown,White,2008,3,2
350000,2,Chelsea/Clinton/Midtown,Hispanic,2008,3,1
250000,2,Chelsea/Clinton/Midtown,White,2008,3,1
3998500,4,Chelsea/Clinton/Midtown,White,2008,4,3
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,2
3998500,3,Chelsea/Clinton/Midtown,Others,2008,5,1
3998500,4,Chelsea/Clinton/Midtown,White,2008,5,2
1700000,3,Chelsea/Clinton/Midtown,Hispanic,2008,5,1
2000000,2,Chelsea/Clinton/Midtown,White,2008,5,2
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1
2000000,2,Chelsea/Clinton/Midtown,White,2008,5,0
500000,1,Chelsea/Clinton/Midtown,White,2008,2,1
500000,2,Chelsea/Clinton/Midtown,White,2008,5,1
500000,2,Chelsea/Clinton/Midtown,White,2008,5,1
3998500,4,Chelsea/Clinton/Midtown,Others,2008,5,1
3998500,4,Chelsea/Clinton/Midtown,Others,2008,5,1
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1
500000,3,Chelsea/Clinton/Midtown,White,2008,5,2
1600000,2,Chelsea/Clinton/Midtown,White,2008,5,1
1600000,3,Chelsea/Clinton/Midtown,White,2008,5,1
1600000,2,Chelsea/Clinton/Midtown,Hispanic,2008,1,1
1600000,2,Chelsea/Clinton/Midtown,White,2008,5,1
1600000,2,Chelsea/Clinton/Midtown,White,2008,5,1
1600000,3,Chelsea/Clinton/Midtown,White,2008,5,1
850000,2,Chelsea/Clinton/Midtown,White,2008,5,0
850000,3,Chelsea/Clinton/Midtown,Others,2008,3,0
695000,2,Chelsea/Clinton/Midtown,White,2008,4,1
3998500,4,Chelsea/Clinton/Midtown,White,2008,5,1
1500000,3,Chelsea/Clinton/Midtown,White,2008,2,2
1500000,2,Chelsea/Clinton/Midtown,White,2008,5,1
1500000,1,Chelsea/Clinton/Midtown,Others,2008,4,1
1500000,3,Chelsea/Clinton/Midtown,White,2008,5,1
1500000,2,Chelsea/Clinton/Midtown,White,2008,4,1
1500000,3,Chelsea/Clinton/Midtown,White,2008,5,2
450000,3,Chelsea/Clinton/Midtown,Others,2008,3,1
670000,2,Chelsea/Clinton/Midtown,White,2008,4,1
670000,2,Chelsea/Clinton/Midtown,White,2008,5,0
450000,2,Chelsea/Clinton/Midtown,Hispanic,2008,1,1
545000,2,Chelsea/Clinton/Midtown,Hispanic,2008,4,0
545000,2,Chelsea/Clinton/Midtown,White,2008,5,1
3998500,3,Chelsea/Clinton/Midtown,White,2008,5,2
545000,3,Chelsea/Clinton/Midtown,White,2008,5,1
545000,3,Chelsea/Clinton/Midtown,White,2008,4,1
545000,3,Chelsea/Clinton/Midtown,White,2008,5,1
545000,1,Chelsea/Clinton/Midtown,White,2008,2,0
545000,2,Chelsea/Clinton/Midtown,White,2008,5,1
545000,2,Chelsea/Clinton/Midtown,White,2008,4,1
580000,2,Chelsea/Clinton/Midtown,White,2008,5,1
200000,1,Chelsea/Clinton/Midtown,White,2008,3,0
600000,2,Chelsea/Clinton/Midtown,Others,2008,2,0
600000,3,Chelsea/Clinton/Midtown,White,2008,5,1
400000,2,Chelsea/Clinton/Midtown,White,2008,2,1
400000,2,Chelsea/Clinton/Midtown,Others,2008,2,1
400000,2,Chelsea/Clinton/Midtown,White,2008,5,1
400000,1,Chelsea/Clinton/Midtown,White,2008,1,0
550000,2,Chelsea/Clinton/Midtown,White,2008,3,0
3998500,3,Chelsea/Clinton/Midtown,Hispanic,2008,1,2
500000,2,Chelsea/Clinton/Midtown,White,2008,3,3
500000,3,Chelsea/Clinton/Midtown,White,2008,4,2
500000,2,Chelsea/Clinton/Midtown,Others,2008,2,2
1000000,3,Stuyvesant Town/Turtle Bay,White,2008,2,1
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,5,3
990000,2,Stuyvesant Town/Turtle Bay,White,2008,5,2
600000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
700000,1,Stuyvesant Town/Turtle Bay,White,2008,5,0
700000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
700000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
1000000,3,Stuyvesant Town/Turtle Bay,White,2008,3,0
1000000,3,Stuyvesant Town/Turtle Bay,White,2008,3,1
1000000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
1000000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
1000000,2,Stuyvesant Town/Turtle Bay,Hispanic,2008,2,1
1000000,2,Stuyvesant Town/Turtle Bay,White,2008,1,0
1000000,4,Stuyvesant Town/Turtle Bay,White,2008,5,1
1000000,4,Stuyvesant Town/Turtle Bay,White,2008,5,1
1000000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
1000000,2,Stuyvesant Town/Turtle Bay,White,2008,3,1
790000,3,Stuyvesant Town/Turtle Bay,White,2008,4,2
875000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
600000,2,Stuyvesant Town/Turtle Bay,White,2008,2,1
600000,2,Stuyvesant Town/Turtle Bay,Black,2008,4,0
1000000,4,Stuyvesant Town/Turtle Bay,White,2008,5,2
1500000,3,Stuyvesant Town/Turtle Bay,White,2008,4,2
850000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
600000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
300000,1,Stuyvesant Town/Turtle Bay,White,2008,5,0
3998500,1,Stuyvesant Town/Turtle Bay,White,2008,4,0
250000,1,Stuyvesant Town/Turtle Bay,White,2008,4,0
1300000,3,Stuyvesant Town/Turtle Bay,White,2008,4,3
1000000,2,Stuyvesant Town/Turtle Bay,White,2008,5,2
710000,2,Stuyvesant Town/Turtle Bay,White,2008,2,0
700000,2,Stuyvesant Town/Turtle Bay,White,2008,4,0
700000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
625000,2,Stuyvesant Town/Turtle Bay,Others,2008,5,0
625000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
725000,3,Stuyvesant Town/Turtle Bay,White,2008,4,1
650000,3,Stuyvesant Town/Turtle Bay,White,2008,4,1
750000,4,Stuyvesant Town/Turtle Bay,White,2008,5,2
651500,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
651500,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
651500,2,Stuyvesant Town/Turtle Bay,White,2008,3,1
651500,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
900000,2,Stuyvesant Town/Turtle Bay,White,2008,3,1
750000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
775000,2,Stuyvesant Town/Turtle Bay,Others,2008,5,1
755000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
600000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
620000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
620000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
620000,1,Stuyvesant Town/Turtle Bay,White,2008,5,0
700000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
700000,2,Stuyvesant Town/Turtle Bay,White,2008,5,2
600000,3,Stuyvesant Town/Turtle Bay,White,2008,1,0
600000,2,Stuyvesant Town/Turtle Bay,White,2008,4,0
600000,4,Stuyvesant Town/Turtle Bay,White,2008,4,2
600000,2,Stuyvesant Town/Turtle Bay,White,2008,3,2
725000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
425000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
425000,3,Stuyvesant Town/Turtle Bay,White,2008,2,1
900000,2,Stuyvesant Town/Turtle Bay,White,2008,3,1
900000,1,Stuyvesant Town/Turtle Bay,White,2008,5,1
900000,1,Stuyvesant Town/Turtle Bay,White,2008,3,0
900000,2,Stuyvesant Town/Turtle Bay,White,2008,3,1
600000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
600000,2,Stuyvesant Town/Turtle Bay,Others,2008,5,2
600000,2,Stuyvesant Town/Turtle Bay,White,2008,5,2
600000,3,Stuyvesant Town/Turtle Bay,White,2008,5,0
600000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
700000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
200000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
200000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
990000,3,Stuyvesant Town/Turtle Bay,White,2008,3,1
1007000,2,Stuyvesant Town/Turtle Bay,Others,2008,5,1
1000000,3,Stuyvesant Town/Turtle Bay,White,2008,4,1
1000000,1,Stuyvesant Town/Turtle Bay,White,2008,3,0
600000,2,Stuyvesant Town/Turtle Bay,White,2008,2,1
800000,3,Stuyvesant Town/Turtle Bay,White,2008,4,2
425000,1,Stuyvesant Town/Turtle Bay,White,2008,4,0
600000,1,Stuyvesant Town/Turtle Bay,White,2008,3,0
600000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
3998500,3,Stuyvesant Town/Turtle Bay,White,2008,5,5
2000000,3,Stuyvesant Town/Turtle Bay,White,2008,4,3
2000000,2,Stuyvesant Town/Turtle Bay,Others,2008,4,1
2000000,2,Stuyvesant Town/Turtle Bay,White,2008,2,1
2000000,3,Stuyvesant Town/Turtle Bay,White,2008,4,2
2000000,1,Stuyvesant Town/Turtle Bay,White,2008,3,1
2000000,2,Stuyvesant Town/Turtle Bay,Black,2008,4,1
450000,1,Stuyvesant Town/Turtle Bay,White,2008,5,0
1700000,3,Stuyvesant Town/Turtle Bay,White,2008,5,0
1700000,1,Stuyvesant Town/Turtle Bay,White,2008,4,0
1700000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
1700000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
800000,2,Stuyvesant Town/Turtle Bay,Others,2008,4,1
350000,1,Stuyvesant Town/Turtle Bay,Others,2008,4,0
500000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
500000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
500000,3,Stuyvesant Town/Turtle Bay,White,2008,5,2
500000,3,Stuyvesant Town/Turtle Bay,White,2008,1,2
500000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
350000,1,Stuyvesant Town/Turtle Bay,Black,2008,3,0
700000,2,Stuyvesant Town/Turtle Bay,Others,2008,5,1
3998500,5,Stuyvesant Town/Turtle Bay,White,2008,4,1
2000000,3,Stuyvesant Town/Turtle Bay,White,2008,4,2
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,5,4
3998500,3,Stuyvesant Town/Turtle Bay,White,2008,4,5
3998500,2,Stuyvesant Town/Turtle Bay,White,2008,1,1
3998500,2,Stuyvesant Town/Turtle Bay,Black,2008,5,1
3998500,3,Stuyvesant Town/Turtle Bay,White,2008,3,1
3998500,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
3998500,1,Stuyvesant Town/Turtle Bay,Others,2008,3,0
249000,1,Stuyvesant Town/Turtle Bay,Black,2008,4,1
249000,1,Stuyvesant Town/Turtle Bay,White,2008,4,1
249000,2,Stuyvesant Town/Turtle Bay,White,2008,3,1
249000,1,Stuyvesant Town/Turtle Bay,White,2008,1,0
1200000,3,Stuyvesant Town/Turtle Bay,White,2008,4,1
1200000,3,Stuyvesant Town/Turtle Bay,White,2008,3,1
900000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
1350000,4,Stuyvesant Town/Turtle Bay,White,2008,5,2
2000000,4,Stuyvesant Town/Turtle Bay,White,2008,1,1
350000,2,Stuyvesant Town/Turtle Bay,White,2008,3,0
350000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
350000,2,Stuyvesant Town/Turtle Bay,Black,2008,5,1
350000,3,Stuyvesant Town/Turtle Bay,White,2008,4,1
350000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
350000,2,Stuyvesant Town/Turtle Bay,Hispanic,2008,2,1
725000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
500000,1,Stuyvesant Town/Turtle Bay,White,2008,3,1
500000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
375000,1,Stuyvesant Town/Turtle Bay,White,2008,2,0
550000,2,Stuyvesant Town/Turtle Bay,White,2008,4,1
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,5,4
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,3,2
550000,2,Stuyvesant Town/Turtle Bay,White,2008,1,1
905000,3,Stuyvesant Town/Turtle Bay,Others,2008,5,0
905000,2,Stuyvesant Town/Turtle Bay,Others,2008,5,1
905000,1,Stuyvesant Town/Turtle Bay,White,2008,4,0
905000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
905000,2,Stuyvesant Town/Turtle Bay,White,2008,5,1
905000,2,Stuyvesant Town/Turtle Bay,White,2008,3,1
905000,3,Stuyvesant Town/Turtle Bay,White,2008,5,1
1500000,4,Upper West Side,White,2008,4,1
1300000,3,Upper West Side,White,2008,5,1
1300000,1,Upper West Side,White,2008,4,1
1300000,3,Upper West Side,White,2008,4,1
1300000,3,Upper West Side,White,2008,5,1
1300000,3,Upper West Side,White,2008,5,1
1300000,1,Upper West Side,Others,2008,5,1
1170000,3,Upper West Side,White,2008,5,0
1170000,1,Upper West Side,White,2008,5,1
1170000,4,Upper West Side,White,2008,5,1
1170000,3,Upper West Side,White,2008,5,1
1170000,3,Upper West Side,White,2008,5,1
1500000,5,Upper West Side,White,2008,5,2
500000,1,Upper West Side,White,2008,1,1
350000,2,Upper West Side,White,2008,2,1
400000,2,Upper West Side,White,2008,3,2
400000,1,Upper West Side,White,2008,3,1
400000,3,Upper West Side,Others,2008,4,1
1700000,2,Upper West Side,White,2008,4,1
1285000,2,Upper West Side,White,2008,5,1
1900000,3,Upper West Side,White,2008,5,1
1900000,2,Upper West Side,White,2008,3,1
1900000,4,Upper West Side,White,2008,5,2
1900000,3,Upper West Side,White,2008,5,1
1900000,3,Upper West Side,White,2008,5,0
650000,2,Upper West Side,White,2008,5,1
650000,2,Upper West Side,White,2008,4,1
650000,1,Upper West Side,White,2008,4,1
37500,1,Upper West Side,White,2008,4,1
400000,1,Upper West Side,White,2008,4,0
400000,1,Upper West Side,White,2008,5,0
400000,2,Upper West Side,Black,2008,4,0
1000000,3,Upper West Side,White,2008,5,2
449000,2,Upper West Side,White,2008,4,1
1200000,3,Upper West Side,White,2008,5,2
1200000,2,Upper West Side,White,2008,5,1
2000000,3,Upper West Side,White,2008,5,1
575000,2,Upper West Side,White,2008,5,1
900000,2,Upper West Side,White,2008,5,1
1500000,3,Upper West Side,White,2008,3,2
1500000,2,Upper West Side,White,2008,3,1
1500000,2,Upper West Side,White,2008,5,1
1500000,4,Upper West Side,White,2008,5,3
1000000,3,Upper West Side,White,2008,2,1
1000000,3,Upper West Side,White,2008,2,1
3998500,5,Upper West Side,White,2008,5,3
3998500,5,Upper West Side,White,2008,5,2
1700000,3,Upper West Side,White,2008,5,2
1300000,2,Upper West Side,White,2008,3,2
1300000,4,Upper West Side,White,2008,5,3
1300000,4,Upper West Side,White,2008,1,3
1300000,4,Upper West Side,White,2008,5,2
1300000,3,Upper West Side,White,2008,1,5
3998500,5,Upper West Side,White,2008,4,3
3998500,3,Upper West Side,White,2008,5,2
3998500,3,Upper West Side,White,2008,4,3
1500000,4,Upper West Side,White,2008,5,1
1500000,3,Upper West Side,White,2008,5,3
3998500,3,Upper West Side,White,2008,5,3
3998500,2,Upper West Side,White,2008,2,0
3998500,3,Upper West Side,White,2008,3,0
1300000,3,Upper West Side,White,2008,5,1
1000000,1,Upper West Side,White,2008,2,1
1000000,1,Upper West Side,White,2008,3,1
800000,2,Upper West Side,White,2008,4,1
800000,2,Upper West Side,White,2008,5,1
700000,2,Upper West Side,White,2008,5,1
700000,2,Upper West Side,White,2008,4,1
700000,2,Upper West Side,White,2008,4,1
700000,3,Upper West Side,White,2008,5,2
1000000,3,Upper West Side,White,2008,5,1
900000,2,Upper West Side,White,2008,5,1
1100000,3,Upper West Side,White,2008,5,1
450000,1,Upper West Side,White,2008,5,0
3998500,3,Upper West Side,White,2008,5,2
3998500,5,Upper West Side,White,2008,5,3
450000,1,Upper West Side,White,2008,5,1
1200000,3,Upper West Side,White,2008,5,1
1000000,3,Upper West Side,Others,2008,5,1
350000,1,Upper West Side,White,2008,3,1
535000,2,Upper West Side,White,2008,3,1
535000,2,Upper West Side,White,2008,5,1
535000,2,Upper West Side,White,2008,5,1
535000,2,Upper West Side,White,2008,5,0
535000,2,Upper West Side,White,2008,5,1
535000,3,Upper West Side,White,2008,4,2
1000000,3,Upper West Side,White,2008,4,2
1000000,2,Upper West Side,White,2008,1,1
895000,3,Upper West Side,White,2008,5,1
895000,2,Upper West Side,White,2008,5,1
1400000,3,Upper West Side,White,2008,5,2
