value,bdrms,non_bdrms,subboroughcode,race,income_tile,year
9999999,2,0,7,2,3,2017
9999999,1,0,7,3,1,2017
120000,3,1,7,4,1,2017
120000,3,1,7,4,3,2017
100000,3,1,7,2,3,2017
50000,3,1,7,2,3,2017
70000,3,1,7,2,1,2017
200000,4,1,7,3,1,2017
450000,3,1,7,1,1,2017
350000,2,1,7,3,1,2017
350000,2,1,7,2,3,2017
275000,3,2,7,2,3,2017
1300000,4,1,8,1,3,2017
900000,4,1,8,2,1,2017
650000,3,0,8,3,1,2017
700000,4,1,8,1,1,2017
550000,3,1,8,2,1,2017
500000,5,2,8,2,1,2017
2500000,3,3,8,3,1,2017
2000000,4,0,8,2,3,2017
2000000,4,1,8,2,3,2017
929000,3,1,8,2,1,2017
600000,1,2,8,2,1,2017
2000000,3,1,8,2,1,2017
9999999,3,1,8,2,1,2017
2400000,3,0,8,2,3,2017
100000,4,1,8,2,1,2017
375000,3,1,8,2,1,2017
25000,3,2,8,2,3,2017
40000,3,2,8,2,1,2017
140000,3,1,8,2,3,2017
140000,3,1,8,2,3,2017
45000,2,1,8,2,1,2017
40000,3,1,8,2,3,2017
40000,2,1,8,2,1,2017
40000,4,1,8,4,3,2017
9999999,3,1,8,4,1,2017
2000000,3,1,8,4,3,2017
6387127,2,2,8,2,3,2017
6387127,2,2,8,2,3,2017
1100000,3,1,8,2,3,2017
1500000,3,1,8,2,1,2017
1500000,3,1,8,2,1,2017
1500000,3,1,8,2,1,2017
9999999,3,1,8,3,1,2017
200000,5,1,8,2,3,2017
400000,4,1,8,2,1,2017
9999999,3,1,8,2,1,2017
300000,3,1,8,2,1,2017
9999999,3,0,8,2,1,2017
2500,4,0,8,2,3,2017
2500,3,0,8,1,3,2017
9999999,3,1,8,2,3,2017
3400000,5,3,9,1,3,2017
2000000,4,2,9,1,3,2017
950000,3,3,9,3,3,2017
2500000,4,2,9,1,3,2017
1000000,3,1,9,1,3,2017
15000,2,1,9,2,1,2017
15000,2,1,9,2,3,2017
15000,2,0,9,2,3,2017
20000,2,1,9,2,3,2017
900000,3,2,9,1,3,2017
500000,3,2,9,1,3,2017
465000,2,1,9,1,3,2017
1900000,3,2,9,1,3,2017
7800,1,1,9,4,1,2017
7800,2,1,9,2,3,2017
500000,4,2,9,3,3,2017
500000,4,2,9,3,1,2017
500000,5,3,9,2,3,2017
1900000,4,1,9,2,3,2017
100000,3,1,9,2,3,2017
100000,3,1,9,4,1,2017
100000,2,1,9,2,1,2017
100000,3,1,9,2,3,2017
13000,3,1,9,3,3,2017
13000,4,1,9,1,1,2017
13000,3,1,9,3,3,2017
9999999,2,0,9,2,1,2017
1900000,4,1,10,1,3,2017
800000,3,1,10,1,1,2017
1000000,3,3,10,1,3,2017
600000,2,0,10,3,1,2017
800000,3,1,10,1,1,2017
500000,3,1,10,1,1,2017
1000000,3,1,10,1,3,2017
57500,3,1,10,1,1,2017
275000,2,0,10,1,1,2017
450000,1,1,10,1,1,2017
425000,2,1,10,3,3,2017
750000,4,2,10,1,1,2017
265000,2,1,10,1,1,2017
325000,2,1,10,1,3,2017
675000,1,0,10,1,1,2017
950000,3,1,10,1,3,2017
850000,4,4,10,3,1,2017
125000,3,1,10,2,3,2017
50000,3,1,10,3,1,2017
50000,2,1,10,3,1,2017
625000,3,1,10,1,1,2017
450000,2,1,10,1,1,2017
800000,3,1,10,1,1,2017
755000,3,0,10,1,3,2017
725000,4,0,10,1,3,2017
25500,3,1,10,2,1,2017
170000,2,0,10,3,1,2017
35000,4,1,10,3,1,2017
35000,2,1,10,3,3,2017
600000,5,1,10,4,1,2017
50000,3,1,10,3,3,2017
55000,4,1,10,3,3,2017
250000,3,1,10,3,3,2017
250000,5,1,10,3,3,2017
9999999,3,1,10,3,3,2017
9999999,3,1,10,3,1,2017
9999999,2,1,10,2,1,2017
9999999,3,1,10,3,3,2017
9999999,3,1,10,3,3,2017
9999999,2,0,10,3,1,2017
250000,2,1,3,1,3,2017
6387127,4,1,3,1,1,2017
1300000,2,1,3,1,3,2017
750000,2,1,4,1,1,2017
1700000,4,1,5,1,1,2017
1700000,3,2,5,4,1,2017
950000,3,1,5,1,3,2017
2000000,3,2,5,1,3,2017
6387127,5,3,5,1,3,2017
1300000,3,3,6,1,3,2017
800000,2,1,6,1,3,2017
6387127,7,1,5,4,3,2017
1700000,3,1,1,4,3,2017
2000000,2,1,1,1,1,2017
2100000,3,1,1,1,3,2017
2000000,3,0,5,1,3,2017
6387127,4,1,3,4,3,2017
6387127,4,2,3,1,3,2017
2100000,4,0,8,1,1,2017
9999999,1,0,7,3,1,2017
9999999,3,0,8,2,1,2017
9999999,2,1,8,4,3,2017
9999999,1,0,8,3,3,2017
9999999,3,0,8,2,1,2017
9999999,2,1,10,2,3,2017
9999999,2,0,10,3,1,2017
9999999,3,1,10,3,1,2017
