value,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,subboroughcode,race,income_tile,year
1000000,3,3,2,3,1,56217856,10,1,3,2017
600000,2,0,2,3,1,204853376,10,3,1,2017
800000,3,1,2,3,1,54471148,10,1,1,2017
500000,3,1,2,3,1,27378882,10,1,1,2017
1000000,3,1,2,3,1,54471148,10,1,3,2017
57500,3,1,2,3,1,58448704,10,1,1,2017
275000,2,0,2,3,1,23704118,10,1,1,2017
450000,1,1,2,3,1,29068676,10,1,1,2017
425000,2,1,2,3,1,29068676,10,3,3,2017
750000,4,2,2,3,1,89038744,10,1,1,2017
265000,2,1,2,3,1,56987484,10,1,1,2017
325000,2,1,2,2,1,29086260,10,1,3,2017
675000,1,0,2,2,1,40777316,10,1,1,2017
950000,3,1,2,3,1,93235104,10,1,3,2017
850000,4,4,2,3,1,59207776,10,3,1,2017
125000,3,1,2,3,1,70059336,10,2,3,2017
50000,3,1,2,3,1,92910304,10,3,1,2017
50000,2,1,2,3,1,29224352,10,3,1,2017
625000,3,1,2,3,1,54471148,10,1,1,2017
450000,2,1,2,3,1,25636638,10,1,1,2017
800000,3,1,2,3,1,83047200,10,1,1,2017
755000,3,0,2,2,1,63660364,10,1,3,2017
725000,4,0,2,2,1,125200632,10,1,3,2017
25500,3,1,2,3,1,22975620,10,2,1,2017
170000,2,0,2,3,1,19146350,10,3,1,2017
35000,4,1,2,3,1,156938880,10,3,1,2017
35000,2,1,2,3,1,59975292,10,3,3,2017
600000,5,1,2,3,1,134181624,10,4,1,2017
50000,3,1,2,3,1,130174400,10,3,3,2017
55000,4,1,2,3,1,80936504,10,3,3,2017
250000,3,1,2,3,1,90587544,10,3,3,2017
250000,5,1,2,2,2,131119720,10,3,3,2017
9999999,3,1,2,3,2,39119356,10,3,3,2017
9999999,3,1,2,1,2,19559678,10,3,1,2017
9999999,2,1,2,1,2,31766930,10,2,1,2017
9999999,3,1,2,1,2,37844384,10,3,3,2017
9999999,3,1,8,1,2,46785200,10,3,3,2017
9999999,2,0,2,1,1,22733536,10,3,1,2017
250000,2,1,2,3,1,27403056,3,1,3,2017
6387127,4,1,2,3,1,95039024,3,1,1,2017
1300000,2,1,2,3,1,67944000,3,1,3,2017
750000,2,1,2,3,1,63660364,4,1,1,2017
1700000,4,1,2,3,1,81916008,5,1,1,2017
1700000,3,2,2,3,1,24685720,5,4,1,2017
950000,3,1,2,3,1,49371440,5,1,3,2017
2000000,3,2,2,3,1,50310692,5,1,3,2017
6387127,5,3,2,2,1,59883008,5,1,3,2017
1300000,3,3,2,2,1,62166072,6,1,3,2017
800000,2,1,2,2,1,22791020,6,1,3,2017
6387127,7,1,2,2,1,63891648,5,4,3,2017
1700000,3,1,2,2,1,104482912,1,4,3,2017
2000000,2,1,2,2,1,52002200,1,1,1,2017
2100000,3,1,2,2,1,118900192,1,1,3,2017
2000000,3,0,2,2,1,52002200,5,1,3,2017
6387127,4,1,2,2,1,53221872,3,4,3,2017
6387127,4,2,2,2,1,126204016,3,1,3,2017
2100000,4,0,2,2,1,126204016,8,1,1,2017
9999999,1,0,2,1,2,541190,7,3,1,2017
9999999,3,0,2,1,2,1661036,8,2,1,2017
9999999,2,1,2,1,1,541190,8,4,3,2017
9999999,1,0,2,1,2,541190,8,3,3,2017
9999999,3,0,2,1,2,541190,8,2,1,2017
9999999,2,1,8,1,2,541190,10,2,3,2017
9999999,2,0,2,1,2,541190,10,3,1,2017
9999999,3,1,2,1,2,1510373,10,3,1,2017
